FET	Vds-Id					
VDS=	0	to	-80	in	-1	step
VG=	0	to	-80	in	-1	step
NO.	VDS	ID	VG			
	V	A	V			
2804	-49	-1.56E-05	-34			
2805	-50	-1.58E-05	-34			
2806	-51	-1.59E-05	-34			
2807	-52	-1.61E-05	-34			
2808	-53	-1.62E-05	-34			
2809	-54	-1.63E-05	-34			
2810	-55	-1.64E-05	-34			
2811	-56	-1.65E-05	-34			
2812	-57	-1.66E-05	-34			
2813	-58	-1.67E-05	-34			
2814	-59	-1.68E-05	-34			
2815	-60	-1.69E-05	-34			
2816	-61	-1.70E-05	-34			
2817	-62	-1.71E-05	-34			
2818	-63	-1.72E-05	-34			
2819	-64	-1.73E-05	-34			
2820	-65	-1.73E-05	-34			
2821	-66	-1.74E-05	-34			
2822	-67	-1.75E-05	-34			
2823	-68	-1.75E-05	-34			
2824	-69	-1.76E-05	-34			
2825	-70	-1.76E-05	-34			
2826	-71	-1.77E-05	-34			
2827	-72	-1.77E-05	-34			
2828	-73	-1.78E-05	-34			
2829	-74	-1.78E-05	-34			
2830	-75	-1.78E-05	-34			
2831	-76	-1.79E-05	-34			
2832	-77	-1.79E-05	-34			
2833	-78	-1.79E-05	-34			
2834	-79	-1.80E-05	-34			
2835	-80	-1.80E-05	-34			
2836	0	7.92E-08	-35			
2837	-1	-5.34E-07	-35			
2838	-2	-1.08E-06	-35			
2839	-3	-1.61E-06	-35			
2840	-4	-2.11E-06	-35			
2841	-5	-2.61E-06	-35			
2842	-6	-3.09E-06	-35			
2843	-7	-3.57E-06	-35			
2844	-8	-4.03E-06	-35			
2845	-9	-4.48E-06	-35			
2846	-10	-4.92E-06	-35			
2847	-11	-5.35E-06	-35			
2848	-12	-5.77E-06	-35			
2849	-13	-6.18E-06	-35			
2850	-14	-6.59E-06	-35			
2851	-15	-6.98E-06	-35			
2852	-16	-7.37E-06	-35			
2853	-17	-7.75E-06	-35			
2854	-18	-8.12E-06	-35			
2855	-19	-8.48E-06	-35			
2856	-20	-8.84E-06	-35			
2857	-21	-9.19E-06	-35			
2858	-22	-9.52E-06	-35			
2859	-23	-9.86E-06	-35			
2860	-24	-1.02E-05	-35			
2861	-25	-1.05E-05	-35			
2862	-26	-1.08E-05	-35			
2863	-27	-1.11E-05	-35			
2864	-28	-1.14E-05	-35			
2865	-29	-1.17E-05	-35			
2866	-30	-1.20E-05	-35			
2867	-31	-1.23E-05	-35			
2868	-32	-1.25E-05	-35			
2869	-33	-1.28E-05	-35			
2870	-34	-1.30E-05	-35			
2871	-35	-1.33E-05	-35			
2872	-36	-1.35E-05	-35			
2873	-37	-1.38E-05	-35			
2874	-38	-1.40E-05	-35			
2875	-39	-1.42E-05	-35			
2876	-40	-1.44E-05	-35			
2877	-41	-1.46E-05	-35			
2878	-42	-1.48E-05	-35			
2879	-43	-1.50E-05	-35			
2880	-44	-1.52E-05	-35			
2881	-45	-1.54E-05	-35			
2882	-46	-1.56E-05	-35			
2883	-47	-1.57E-05	-35			
2884	-48	-1.59E-05	-35			
2885	-49	-1.61E-05	-35			
2886	-50	-1.62E-05	-35			
2887	-51	-1.64E-05	-35			
2888	-52	-1.65E-05	-35			
2889	-53	-1.66E-05	-35			
2890	-54	-1.68E-05	-35			
2891	-55	-1.69E-05	-35			
2892	-56	-1.70E-05	-35			
2893	-57	-1.71E-05	-35			
2894	-58	-1.72E-05	-35			
2895	-59	-1.73E-05	-35			
2896	-60	-1.74E-05	-35			
2897	-61	-1.75E-05	-35			
2898	-62	-1.76E-05	-35			
2899	-63	-1.77E-05	-35			
2900	-64	-1.78E-05	-35			
2901	-65	-1.78E-05	-35			
2902	-66	-1.79E-05	-35			
2903	-67	-1.80E-05	-35			
2904	-68	-1.80E-05	-35			
2905	-69	-1.81E-05	-35			
2906	-70	-1.82E-05	-35			
2907	-71	-1.82E-05	-35			
2908	-72	-1.83E-05	-35			
2909	-73	-1.83E-05	-35			
2910	-74	-1.83E-05	-35			
2911	-75	-1.84E-05	-35			
2912	-76	-1.84E-05	-35			
2913	-77	-1.85E-05	-35			
2914	-78	-1.85E-05	-35			
2915	-79	-1.85E-05	-35			
2916	-80	-1.86E-05	-35			
2917	0	8.95E-08	-36			
2918	-1	-5.40E-07	-36			
2919	-2	-1.09E-06	-36			
2920	-3	-1.64E-06	-36			
2921	-4	-2.16E-06	-36			
2922	-5	-2.66E-06	-36			
2923	-6	-3.16E-06	-36			
2924	-7	-3.64E-06	-36			
2925	-8	-4.11E-06	-36			
2926	-9	-4.57E-06	-36			
2927	-10	-5.02E-06	-36			
2928	-11	-5.46E-06	-36			
2929	-12	-5.89E-06	-36			
2930	-13	-6.31E-06	-36			
2931	-14	-6.73E-06	-36			
2932	-15	-7.13E-06	-36			
2933	-16	-7.53E-06	-36			
2934	-17	-7.92E-06	-36			
2935	-18	-8.29E-06	-36			
2936	-19	-8.67E-06	-36			
2937	-20	-9.03E-06	-36			
2938	-21	-9.39E-06	-36			
2939	-22	-9.74E-06	-36			
2940	-23	-1.01E-05	-36			
2941	-24	-1.04E-05	-36			
2942	-25	-1.07E-05	-36			
2943	-26	-1.11E-05	-36			
2944	-27	-1.14E-05	-36			
2945	-28	-1.17E-05	-36			
2946	-29	-1.20E-05	-36			
2947	-30	-1.23E-05	-36			
2948	-31	-1.25E-05	-36			
2949	-32	-1.28E-05	-36			
2950	-33	-1.31E-05	-36			
2951	-34	-1.34E-05	-36			
2952	-35	-1.36E-05	-36			
2953	-36	-1.39E-05	-36			
2954	-37	-1.41E-05	-36			
2955	-38	-1.43E-05	-36			
2956	-39	-1.46E-05	-36			
2957	-40	-1.48E-05	-36			
2958	-41	-1.50E-05	-36			
2959	-42	-1.52E-05	-36			
2960	-43	-1.54E-05	-36			
2961	-44	-1.56E-05	-36			
2962	-45	-1.58E-05	-36			
2963	-46	-1.60E-05	-36			
2964	-47	-1.62E-05	-36			
2965	-48	-1.63E-05	-36			
2966	-49	-1.65E-05	-36			
2967	-50	-1.66E-05	-36			
2968	-51	-1.68E-05	-36			
2969	-52	-1.69E-05	-36			
2970	-53	-1.71E-05	-36			
2971	-54	-1.72E-05	-36			
2972	-55	-1.73E-05	-36			
2973	-56	-1.75E-05	-36			
2974	-57	-1.76E-05	-36			
2975	-58	-1.77E-05	-36			
2976	-59	-1.78E-05	-36			
2977	-60	-1.79E-05	-36			
2978	-61	-1.80E-05	-36			
2979	-62	-1.81E-05	-36			
2980	-63	-1.82E-05	-36			
2981	-64	-1.83E-05	-36			
2982	-65	-1.84E-05	-36			
2983	-66	-1.84E-05	-36			
2984	-67	-1.85E-05	-36			
2985	-68	-1.86E-05	-36			
2986	-69	-1.86E-05	-36			
2987	-70	-1.87E-05	-36			
2988	-71	-1.87E-05	-36			
2989	-72	-1.88E-05	-36			
2990	-73	-1.89E-05	-36			
2991	-74	-1.89E-05	-36			
2992	-75	-1.89E-05	-36			
2993	-76	-1.90E-05	-36			
2994	-77	-1.90E-05	-36			
2995	-78	-1.91E-05	-36			
2996	-79	-1.91E-05	-36			
2997	-80	-1.91E-05	-36			
2998	0	9.17E-08	-37			
2999	-1	-5.50E-07	-37			
3000	-2	-1.11E-06	-37			
3001	-3	-1.67E-06	-37			
3002	-4	-2.20E-06	-37			
3003	-5	-2.71E-06	-37			
3004	-6	-3.22E-06	-37			
3005	-7	-3.71E-06	-37			
3006	-8	-4.19E-06	-37			
3007	-9	-4.66E-06	-37			
3008	-10	-5.12E-06	-37			
3009	-11	-5.57E-06	-37			
3010	-12	-6.01E-06	-37			
3011	-13	-6.44E-06	-37			
3012	-14	-6.86E-06	-37			
3013	-15	-7.28E-06	-37			
3014	-16	-7.68E-06	-37			
3015	-17	-8.07E-06	-37			
3016	-18	-8.46E-06	-37			
3017	-19	-8.84E-06	-37			
3018	-20	-9.22E-06	-37			
3019	-21	-9.58E-06	-37			
3020	-22	-9.94E-06	-37			
3021	-23	-1.03E-05	-37			
3022	-24	-1.06E-05	-37			
3023	-25	-1.10E-05	-37			
3024	-26	-1.13E-05	-37			
3025	-27	-1.16E-05	-37			
3026	-28	-1.19E-05	-37			
3027	-29	-1.22E-05	-37			
3028	-30	-1.25E-05	-37			
3029	-31	-1.28E-05	-37			
3030	-32	-1.31E-05	-37			
3031	-33	-1.34E-05	-37			
3032	-34	-1.37E-05	-37			
3033	-35	-1.39E-05	-37			
3034	-36	-1.42E-05	-37			
3035	-37	-1.44E-05	-37			
3036	-38	-1.47E-05	-37			
3037	-39	-1.49E-05	-37			
3038	-40	-1.51E-05	-37			
3039	-41	-1.54E-05	-37			
3040	-42	-1.56E-05	-37			
3041	-43	-1.58E-05	-37			
3042	-44	-1.60E-05	-37			
3043	-45	-1.62E-05	-37			
3044	-46	-1.64E-05	-37			
3045	-47	-1.66E-05	-37			
3046	-48	-1.67E-05	-37			
3047	-49	-1.69E-05	-37			
3048	-50	-1.71E-05	-37			
3049	-51	-1.72E-05	-37			
3050	-52	-1.74E-05	-37			
3051	-53	-1.75E-05	-37			
3052	-54	-1.77E-05	-37			
3053	-55	-1.78E-05	-37			
3054	-56	-1.79E-05	-37			
3055	-57	-1.81E-05	-37			
3056	-58	-1.82E-05	-37			
3057	-59	-1.83E-05	-37			
3058	-60	-1.84E-05	-37			
3059	-61	-1.85E-05	-37			
3060	-62	-1.86E-05	-37			
3061	-63	-1.87E-05	-37			
3062	-64	-1.88E-05	-37			
3063	-65	-1.89E-05	-37			
3064	-66	-1.90E-05	-37			
3065	-67	-1.90E-05	-37			
3066	-68	-1.91E-05	-37			
3067	-69	-1.92E-05	-37			
3068	-70	-1.92E-05	-37			
3069	-71	-1.93E-05	-37			
3070	-72	-1.93E-05	-37			
3071	-73	-1.94E-05	-37			
3072	-74	-1.95E-05	-37			
3073	-75	-1.95E-05	-37			
3074	-76	-1.95E-05	-37			
3075	-77	-1.96E-05	-37			
3076	-78	-1.96E-05	-37			
3077	-79	-1.97E-05	-37			
3078	-80	-1.97E-05	-37			
3079	0	9.38E-08	-38			
3080	-1	-5.60E-07	-38			
3081	-2	-1.13E-06	-38			
3082	-3	-1.70E-06	-38			
3083	-4	-2.24E-06	-38			
3084	-5	-2.76E-06	-38			
3085	-6	-3.27E-06	-38			
3086	-7	-3.78E-06	-38			
3087	-8	-4.27E-06	-38			
3088	-9	-4.75E-06	-38			
3089	-10	-5.21E-06	-38			
3090	-11	-5.67E-06	-38			
3091	-12	-6.13E-06	-38			
3092	-13	-6.57E-06	-38			
3093	-14	-7.00E-06	-38			
3094	-15	-7.42E-06	-38			
3095	-16	-7.84E-06	-38			
3096	-17	-8.24E-06	-38			
3097	-18	-8.63E-06	-38			
3098	-19	-9.02E-06	-38			
3099	-20	-9.41E-06	-38			
3100	-21	-9.78E-06	-38			
3101	-22	-1.01E-05	-38			
3102	-23	-1.05E-05	-38			
3103	-24	-1.09E-05	-38			
3104	-25	-1.12E-05	-38			
3105	-26	-1.15E-05	-38			
3106	-27	-1.19E-05	-38			
3107	-28	-1.22E-05	-38			
3108	-29	-1.25E-05	-38			
3109	-30	-1.28E-05	-38			
3110	-31	-1.31E-05	-38			
3111	-32	-1.34E-05	-38			
3112	-33	-1.37E-05	-38			
3113	-34	-1.40E-05	-38			
3114	-35	-1.43E-05	-38			
3115	-36	-1.45E-05	-38			
3116	-37	-1.48E-05	-38			
3117	-38	-1.50E-05	-38			
3118	-39	-1.53E-05	-38			
3119	-40	-1.55E-05	-38			
3120	-41	-1.57E-05	-38			
3121	-42	-1.60E-05	-38			
3122	-43	-1.62E-05	-38			
3123	-44	-1.64E-05	-38			
3124	-45	-1.66E-05	-38			
3125	-46	-1.68E-05	-38			
3126	-47	-1.70E-05	-38			
3127	-48	-1.72E-05	-38			
3128	-49	-1.73E-05	-38			
3129	-50	-1.75E-05	-38			
3130	-51	-1.77E-05	-38			
3131	-52	-1.78E-05	-38			
3132	-53	-1.80E-05	-38			
3133	-54	-1.81E-05	-38			
3134	-55	-1.83E-05	-38			
3135	-56	-1.84E-05	-38			
3136	-57	-1.86E-05	-38			
3137	-58	-1.87E-05	-38			
3138	-59	-1.88E-05	-38			
3139	-60	-1.89E-05	-38			
3140	-61	-1.90E-05	-38			
3141	-62	-1.91E-05	-38			
3142	-63	-1.92E-05	-38			
3143	-64	-1.93E-05	-38			
3144	-65	-1.94E-05	-38			
3145	-66	-1.95E-05	-38			
3146	-67	-1.96E-05	-38			
3147	-68	-1.96E-05	-38			
3148	-69	-1.97E-05	-38			
3149	-70	-1.98E-05	-38			
3150	-71	-1.98E-05	-38			
3151	-72	-1.99E-05	-38			
3152	-73	-2.00E-05	-38			
3153	-74	-2.00E-05	-38			
3154	-75	-2.01E-05	-38			
3155	-76	-2.01E-05	-38			
3156	-77	-2.02E-05	-38			
3157	-78	-2.02E-05	-38			
3158	-79	-2.02E-05	-38			
3159	-80	-2.03E-05	-38			
3160	0	9.60E-08	-39			
3161	-1	-5.70E-07	-39			
3162	-2	-1.15E-06	-39			
3163	-3	-1.73E-06	-39			
3164	-4	-2.28E-06	-39			
3165	-5	-2.81E-06	-39			
3166	-6	-3.34E-06	-39			
3167	-7	-3.85E-06	-39			
3168	-8	-4.35E-06	-39			
3169	-9	-4.84E-06	-39			
3170	-10	-5.31E-06	-39			
3171	-11	-5.78E-06	-39			
3172	-12	-6.24E-06	-39			
3173	-13	-6.69E-06	-39			
3174	-14	-7.14E-06	-39			
3175	-15	-7.57E-06	-39			
3176	-16	-7.99E-06	-39			
3177	-17	-8.40E-06	-39			
3178	-18	-8.81E-06	-39			
3179	-19	-9.21E-06	-39			
3180	-20	-9.60E-06	-39			
3181	-21	-9.98E-06	-39			
3182	-22	-1.04E-05	-39			
3183	-23	-1.07E-05	-39			
3184	-24	-1.11E-05	-39			
3185	-25	-1.14E-05	-39			
3186	-26	-1.18E-05	-39			
3187	-27	-1.21E-05	-39			
3188	-28	-1.25E-05	-39			
3189	-29	-1.28E-05	-39			
3190	-30	-1.31E-05	-39			
3191	-31	-1.34E-05	-39			
3192	-32	-1.37E-05	-39			
3193	-33	-1.40E-05	-39			
3194	-34	-1.43E-05	-39			
3195	-35	-1.46E-05	-39			
3196	-36	-1.48E-05	-39			
3197	-37	-1.51E-05	-39			
3198	-38	-1.54E-05	-39			
3199	-39	-1.56E-05	-39			
3200	-40	-1.59E-05	-39			
3201	-41	-1.61E-05	-39			
3202	-42	-1.63E-05	-39			
3203	-43	-1.66E-05	-39			
3204	-44	-1.68E-05	-39			
3205	-45	-1.70E-05	-39			
3206	-46	-1.72E-05	-39			
3207	-47	-1.74E-05	-39			
3208	-48	-1.76E-05	-39			
3209	-49	-1.78E-05	-39			
3210	-50	-1.80E-05	-39			
3211	-51	-1.81E-05	-39			
3212	-52	-1.83E-05	-39			
3213	-53	-1.85E-05	-39			
3214	-54	-1.86E-05	-39			
3215	-55	-1.88E-05	-39			
3216	-56	-1.89E-05	-39			
3217	-57	-1.90E-05	-39			
3218	-58	-1.92E-05	-39			
3219	-59	-1.93E-05	-39			
3220	-60	-1.94E-05	-39			
3221	-61	-1.95E-05	-39			
3222	-62	-1.96E-05	-39			
3223	-63	-1.97E-05	-39			
3224	-64	-1.98E-05	-39			
3225	-65	-1.99E-05	-39			
3226	-66	-2.00E-05	-39			
3227	-67	-2.01E-05	-39			
3228	-68	-2.02E-05	-39			
3229	-69	-2.03E-05	-39			
3230	-70	-2.03E-05	-39			
3231	-71	-2.04E-05	-39			
3232	-72	-2.05E-05	-39			
3233	-73	-2.05E-05	-39			
3234	-74	-2.06E-05	-39			
3235	-75	-2.06E-05	-39			
3236	-76	-2.07E-05	-39			
3237	-77	-2.07E-05	-39			
3238	-78	-2.08E-05	-39			
3239	-79	-2.08E-05	-39			
3240	-80	-2.09E-05	-39			
3241	0	9.81E-08	-40			
3242	-1	-5.80E-07	-40			
3243	-2	-1.18E-06	-40			
3244	-3	-1.76E-06	-40			
3245	-4	-2.32E-06	-40			
3246	-5	-2.86E-06	-40			
3247	-6	-3.40E-06	-40			
3248	-7	-3.92E-06	-40			
3249	-8	-4.43E-06	-40			
3250	-9	-4.93E-06	-40			
3251	-10	-5.42E-06	-40			
3252	-11	-5.90E-06	-40			
3253	-12	-6.36E-06	-40			
3254	-13	-6.82E-06	-40			
3255	-14	-7.28E-06	-40			
3256	-15	-7.72E-06	-40			
3257	-16	-8.14E-06	-40			
3258	-17	-8.57E-06	-40			
3259	-18	-8.98E-06	-40			
3260	-19	-9.39E-06	-40			
3261	-20	-9.79E-06	-40			
3262	-21	-1.02E-05	-40			
3263	-22	-1.06E-05	-40			
3264	-23	-1.09E-05	-40			
3265	-24	-1.13E-05	-40			
3266	-25	-1.17E-05	-40			
3267	-26	-1.20E-05	-40			
3268	-27	-1.24E-05	-40			
3269	-28	-1.27E-05	-40			
3270	-29	-1.31E-05	-40			
3271	-30	-1.34E-05	-40			
3272	-31	-1.37E-05	-40			
3273	-32	-1.40E-05	-40			
3274	-33	-1.43E-05	-40			
3275	-34	-1.46E-05	-40			
3276	-35	-1.49E-05	-40			
3277	-36	-1.52E-05	-40			
3278	-37	-1.55E-05	-40			
3279	-38	-1.57E-05	-40			
3280	-39	-1.60E-05	-40			
3281	-40	-1.62E-05	-40			
3282	-41	-1.65E-05	-40			
3283	-42	-1.67E-05	-40			
3284	-43	-1.70E-05	-40			
3285	-44	-1.72E-05	-40			
3286	-45	-1.74E-05	-40			
3287	-46	-1.76E-05	-40			
3288	-47	-1.78E-05	-40			
3289	-48	-1.80E-05	-40			
3290	-49	-1.82E-05	-40			
3291	-50	-1.84E-05	-40			
3292	-51	-1.86E-05	-40			
3293	-52	-1.88E-05	-40			
3294	-53	-1.89E-05	-40			
3295	-54	-1.91E-05	-40			
3296	-55	-1.92E-05	-40			
3297	-56	-1.94E-05	-40			
3298	-57	-1.95E-05	-40			
3299	-58	-1.97E-05	-40			
3300	-59	-1.98E-05	-40			
3301	-60	-1.99E-05	-40			
3302	-61	-2.00E-05	-40			
3303	-62	-2.02E-05	-40			
3304	-63	-2.03E-05	-40			
3305	-64	-2.04E-05	-40			
3306	-65	-2.05E-05	-40			
3307	-66	-2.06E-05	-40			
3308	-67	-2.07E-05	-40			
3309	-68	-2.07E-05	-40			
3310	-69	-2.08E-05	-40			
3311	-70	-2.09E-05	-40			
3312	-71	-2.10E-05	-40			
3313	-72	-2.10E-05	-40			
3314	-73	-2.11E-05	-40			
3315	-74	-2.12E-05	-40			
3316	-75	-2.12E-05	-40			
3317	-76	-2.13E-05	-40			
3318	-77	-2.13E-05	-40			
3319	-78	-2.14E-05	-40			
3320	-79	-2.14E-05	-40			
3321	-80	-2.15E-05	-40			
3322	0	1.00E-07	-41			
3323	-1	-5.90E-07	-41			
3324	-2	-1.20E-06	-41			
3325	-3	-1.79E-06	-41			
3326	-4	-2.36E-06	-41			
3327	-5	-2.92E-06	-41			
3328	-6	-3.46E-06	-41			
3329	-7	-3.99E-06	-41			
3330	-8	-4.51E-06	-41			
3331	-9	-5.02E-06	-41			
3332	-10	-5.52E-06	-41			
3333	-11	-6.01E-06	-41			
3334	-12	-6.49E-06	-41			
3335	-13	-6.95E-06	-41			
3336	-14	-7.42E-06	-41			
3337	-15	-7.87E-06	-41			
3338	-16	-8.30E-06	-41			
3339	-17	-8.73E-06	-41			
3340	-18	-9.16E-06	-41			
3341	-19	-9.57E-06	-41			
3342	-20	-9.98E-06	-41			
3343	-21	-1.04E-05	-41			
3344	-22	-1.08E-05	-41			
3345	-23	-1.12E-05	-41			
3346	-24	-1.15E-05	-41			
3347	-25	-1.19E-05	-41			
3348	-26	-1.23E-05	-41			
3349	-27	-1.26E-05	-41			
3350	-28	-1.30E-05	-41			
3351	-29	-1.33E-05	-41			
3352	-30	-1.37E-05	-41			
3353	-31	-1.40E-05	-41			
3354	-32	-1.43E-05	-41			
3355	-33	-1.46E-05	-41			
3356	-34	-1.49E-05	-41			
3357	-35	-1.52E-05	-41			
3358	-36	-1.55E-05	-41			
3359	-37	-1.58E-05	-41			
3360	-38	-1.61E-05	-41			
3361	-39	-1.64E-05	-41			
3362	-40	-1.66E-05	-41			
3363	-41	-1.69E-05	-41			
3364	-42	-1.71E-05	-41			
3365	-43	-1.74E-05	-41			
3366	-44	-1.76E-05	-41			
3367	-45	-1.78E-05	-41			
3368	-46	-1.80E-05	-41			
3369	-47	-1.83E-05	-41			
3370	-48	-1.85E-05	-41			
3371	-49	-1.87E-05	-41			
3372	-50	-1.89E-05	-41			
3373	-51	-1.90E-05	-41			
3374	-52	-1.92E-05	-41			
3375	-53	-1.94E-05	-41			
3376	-54	-1.96E-05	-41			
3377	-55	-1.97E-05	-41			
3378	-56	-1.99E-05	-41			
3379	-57	-2.00E-05	-41			
3380	-58	-2.02E-05	-41			
3381	-59	-2.03E-05	-41			
3382	-60	-2.04E-05	-41			
3383	-61	-2.06E-05	-41			
3384	-62	-2.07E-05	-41			
3385	-63	-2.08E-05	-41			
3386	-64	-2.09E-05	-41			
3387	-65	-2.10E-05	-41			
3388	-66	-2.11E-05	-41			
3389	-67	-2.12E-05	-41			
3390	-68	-2.13E-05	-41			
3391	-69	-2.14E-05	-41			
3392	-70	-2.15E-05	-41			
3393	-71	-2.15E-05	-41			
3394	-72	-2.16E-05	-41			
3395	-73	-2.17E-05	-41			
3396	-74	-2.17E-05	-41			
3397	-75	-2.18E-05	-41			
3398	-76	-2.19E-05	-41			
3399	-77	-2.19E-05	-41			
3400	-78	-2.20E-05	-41			
3401	-79	-2.20E-05	-41			
3402	-80	-2.21E-05	-41			
3403	0	1.02E-07	-42			
3404	-1	-5.99E-07	-42			
3405	-2	-1.22E-06	-42			
3406	-3	-1.82E-06	-42			
3407	-4	-2.40E-06	-42			
3408	-5	-2.97E-06	-42			
3409	-6	-3.52E-06	-42			
3410	-7	-4.06E-06	-42			
3411	-8	-4.59E-06	-42			
3412	-9	-5.11E-06	-42			
3413	-10	-5.62E-06	-42			
3414	-11	-6.12E-06	-42			
3415	-12	-6.60E-06	-42			
3416	-13	-7.08E-06	-42			
3417	-14	-7.55E-06	-42			
3418	-15	-8.01E-06	-42			
3419	-16	-8.46E-06	-42			
3420	-17	-8.90E-06	-42			
3421	-18	-9.33E-06	-42			
3422	-19	-9.76E-06	-42			
3423	-20	-1.02E-05	-42			
3424	-21	-1.06E-05	-42			
3425	-22	-1.10E-05	-42			
3426	-23	-1.14E-05	-42			
3427	-24	-1.18E-05	-42			
3428	-25	-1.22E-05	-42			
3429	-26	-1.25E-05	-42			
3430	-27	-1.29E-05	-42			
3431	-28	-1.33E-05	-42			
3432	-29	-1.36E-05	-42			
3433	-30	-1.40E-05	-42			
3434	-31	-1.43E-05	-42			
3435	-32	-1.46E-05	-42			
3436	-33	-1.49E-05	-42			
3437	-34	-1.53E-05	-42			
3438	-35	-1.56E-05	-42			
3439	-36	-1.59E-05	-42			
3440	-37	-1.62E-05	-42			
3441	-38	-1.64E-05	-42			
3442	-39	-1.67E-05	-42			
3443	-40	-1.70E-05	-42			
3444	-41	-1.72E-05	-42			
3445	-42	-1.75E-05	-42			
3446	-43	-1.78E-05	-42			
3447	-44	-1.80E-05	-42			
3448	-45	-1.82E-05	-42			
3449	-46	-1.85E-05	-42			
3450	-47	-1.87E-05	-42			
3451	-48	-1.89E-05	-42			
3452	-49	-1.91E-05	-42			
3453	-50	-1.93E-05	-42			
3454	-51	-1.95E-05	-42			
3455	-52	-1.97E-05	-42			
3456	-53	-1.99E-05	-42			
3457	-54	-2.00E-05	-42			
3458	-55	-2.02E-05	-42			
3459	-56	-2.04E-05	-42			
3460	-57	-2.05E-05	-42			
3461	-58	-2.07E-05	-42			
3462	-59	-2.08E-05	-42			
3463	-60	-2.10E-05	-42			
3464	-61	-2.11E-05	-42			
3465	-62	-2.12E-05	-42			
3466	-63	-2.13E-05	-42			
3467	-64	-2.14E-05	-42			
3468	-65	-2.16E-05	-42			
3469	-66	-2.17E-05	-42			
3470	-67	-2.18E-05	-42			
3471	-68	-2.19E-05	-42			
3472	-69	-2.19E-05	-42			
3473	-70	-2.20E-05	-42			
3474	-71	-2.21E-05	-42			
3475	-72	-2.22E-05	-42			
3476	-73	-2.23E-05	-42			
3477	-74	-2.23E-05	-42			
3478	-75	-2.24E-05	-42			
3479	-76	-2.25E-05	-42			
3480	-77	-2.25E-05	-42			
3481	-78	-2.26E-05	-42			
3482	-79	-2.26E-05	-42			
3483	-80	-2.27E-05	-42			
3484	0	1.04E-07	-43			
3485	-1	-6.10E-07	-43			
3486	-2	-1.24E-06	-43			
3487	-3	-1.85E-06	-43			
3488	-4	-2.44E-06	-43			
3489	-5	-3.02E-06	-43			
3490	-6	-3.58E-06	-43			
3491	-7	-4.13E-06	-43			
3492	-8	-4.67E-06	-43			
3493	-9	-5.20E-06	-43			
3494	-10	-5.72E-06	-43			
3495	-11	-6.23E-06	-43			
3496	-12	-6.73E-06	-43			
3497	-13	-7.21E-06	-43			
3498	-14	-7.69E-06	-43			
3499	-15	-8.16E-06	-43			
3500	-16	-8.61E-06	-43			
3501	-17	-9.06E-06	-43			
3502	-18	-9.51E-06	-43			
3503	-19	-9.94E-06	-43			
3504	-20	-1.04E-05	-43			
3505	-21	-1.08E-05	-43			
3506	-22	-1.12E-05	-43			
3507	-23	-1.16E-05	-43			
3508	-24	-1.20E-05	-43			
3509	-25	-1.24E-05	-43			
3510	-26	-1.28E-05	-43			
3511	-27	-1.32E-05	-43			
3512	-28	-1.35E-05	-43			
3513	-29	-1.39E-05	-43			
3514	-30	-1.42E-05	-43			
3515	-31	-1.46E-05	-43			
3516	-32	-1.49E-05	-43			
3517	-33	-1.52E-05	-43			
3518	-34	-1.56E-05	-43			
3519	-35	-1.59E-05	-43			
3520	-36	-1.62E-05	-43			
3521	-37	-1.65E-05	-43			
3522	-38	-1.68E-05	-43			
3523	-39	-1.71E-05	-43			
3524	-40	-1.74E-05	-43			
3525	-41	-1.76E-05	-43			
3526	-42	-1.79E-05	-43			
3527	-43	-1.81E-05	-43			
3528	-44	-1.84E-05	-43			
3529	-45	-1.86E-05	-43			
3530	-46	-1.89E-05	-43			
3531	-47	-1.91E-05	-43			
3532	-48	-1.93E-05	-43			
3533	-49	-1.95E-05	-43			
3534	-50	-1.98E-05	-43			
3535	-51	-2.00E-05	-43			
3536	-52	-2.01E-05	-43			
3537	-53	-2.03E-05	-43			
3538	-54	-2.05E-05	-43			
3539	-55	-2.07E-05	-43			
3540	-56	-2.09E-05	-43			
3541	-57	-2.10E-05	-43			
3542	-58	-2.12E-05	-43			
3543	-59	-2.13E-05	-43			
3544	-60	-2.15E-05	-43			
3545	-61	-2.16E-05	-43			
3546	-62	-2.17E-05	-43			
3547	-63	-2.19E-05	-43			
3548	-64	-2.20E-05	-43			
3549	-65	-2.21E-05	-43			
3550	-66	-2.22E-05	-43			
3551	-67	-2.23E-05	-43			
3552	-68	-2.24E-05	-43			
3553	-69	-2.25E-05	-43			
3554	-70	-2.26E-05	-43			
3555	-71	-2.27E-05	-43			
3556	-72	-2.28E-05	-43			
3557	-73	-2.28E-05	-43			
3558	-74	-2.29E-05	-43			
3559	-75	-2.30E-05	-43			
3560	-76	-2.30E-05	-43			
3561	-77	-2.31E-05	-43			
3562	-78	-2.32E-05	-43			
3563	-79	-2.32E-05	-43			
3564	-80	-2.33E-05	-43			
3565	0	1.06E-07	-44			
3566	-1	-6.19E-07	-44			
3567	-2	-1.26E-06	-44			
3568	-3	-1.88E-06	-44			
3569	-4	-2.48E-06	-44			
3570	-5	-3.07E-06	-44			
3571	-6	-3.64E-06	-44			
3572	-7	-4.20E-06	-44			
3573	-8	-4.75E-06	-44			
3574	-9	-5.29E-06	-44			
3575	-10	-5.82E-06	-44			
3576	-11	-6.34E-06	-44			
3577	-12	-6.85E-06	-44			
