FET	Vds-Id					
VDS=	0	to	-80	in	-1	step
VG=	0	to	-80	in	-1	step
NO.	VDS	ID	VG			
	V	A	V			
3578	-13	-7.35E-06	-44			
3579	-14	-7.84E-06	-44			
3580	-15	-8.31E-06	-44			
3581	-16	-8.77E-06	-44			
3582	-17	-9.23E-06	-44			
3583	-18	-9.69E-06	-44			
3584	-19	-1.01E-05	-44			
3585	-20	-1.06E-05	-44			
3586	-21	-1.10E-05	-44			
3587	-22	-1.14E-05	-44			
3588	-23	-1.18E-05	-44			
3589	-24	-1.22E-05	-44			
3590	-25	-1.26E-05	-44			
3591	-26	-1.30E-05	-44			
3592	-27	-1.34E-05	-44			
3593	-28	-1.38E-05	-44			
3594	-29	-1.42E-05	-44			
3595	-30	-1.45E-05	-44			
3596	-31	-1.49E-05	-44			
3597	-32	-1.52E-05	-44			
3598	-33	-1.56E-05	-44			
3599	-34	-1.59E-05	-44			
3600	-35	-1.62E-05	-44			
3601	-36	-1.65E-05	-44			
3602	-37	-1.68E-05	-44			
3603	-38	-1.72E-05	-44			
3604	-39	-1.74E-05	-44			
3605	-40	-1.77E-05	-44			
3606	-41	-1.80E-05	-44			
3607	-42	-1.83E-05	-44			
3608	-43	-1.86E-05	-44			
3609	-44	-1.88E-05	-44			
3610	-45	-1.91E-05	-44			
3611	-46	-1.93E-05	-44			
3612	-47	-1.95E-05	-44			
3613	-48	-1.98E-05	-44			
3614	-49	-2.00E-05	-44			
3615	-50	-2.02E-05	-44			
3616	-51	-2.04E-05	-44			
3617	-52	-2.06E-05	-44			
3618	-53	-2.08E-05	-44			
3619	-54	-2.10E-05	-44			
3620	-55	-2.12E-05	-44			
3621	-56	-2.14E-05	-44			
3622	-57	-2.15E-05	-44			
3623	-58	-2.17E-05	-44			
3624	-59	-2.18E-05	-44			
3625	-60	-2.20E-05	-44			
3626	-61	-2.21E-05	-44			
3627	-62	-2.23E-05	-44			
3628	-63	-2.24E-05	-44			
3629	-64	-2.25E-05	-44			
3630	-65	-2.27E-05	-44			
3631	-66	-2.28E-05	-44			
3632	-67	-2.29E-05	-44			
3633	-68	-2.30E-05	-44			
3634	-69	-2.31E-05	-44			
3635	-70	-2.32E-05	-44			
3636	-71	-2.33E-05	-44			
3637	-72	-2.34E-05	-44			
3638	-73	-2.34E-05	-44			
3639	-74	-2.35E-05	-44			
3640	-75	-2.36E-05	-44			
3641	-76	-2.37E-05	-44			
3642	-77	-2.37E-05	-44			
3643	-78	-2.38E-05	-44			
3644	-79	-2.38E-05	-44			
3645	-80	-2.39E-05	-44			
3646	0	1.08E-07	-45			
3647	-1	-6.29E-07	-45			
3648	-2	-1.28E-06	-45			
3649	-3	-1.91E-06	-45			
3650	-4	-2.52E-06	-45			
3651	-5	-3.12E-06	-45			
3652	-6	-3.70E-06	-45			
3653	-7	-4.28E-06	-45			
3654	-8	-4.84E-06	-45			
3655	-9	-5.38E-06	-45			
3656	-10	-5.92E-06	-45			
3657	-11	-6.45E-06	-45			
3658	-12	-6.97E-06	-45			
3659	-13	-7.48E-06	-45			
3660	-14	-7.97E-06	-45			
3661	-15	-8.46E-06	-45			
3662	-16	-8.93E-06	-45			
3663	-17	-9.40E-06	-45			
3664	-18	-9.86E-06	-45			
3665	-19	-1.03E-05	-45			
3666	-20	-1.08E-05	-45			
3667	-21	-1.12E-05	-45			
3668	-22	-1.16E-05	-45			
3669	-23	-1.21E-05	-45			
3670	-24	-1.25E-05	-45			
3671	-25	-1.29E-05	-45			
3672	-26	-1.33E-05	-45			
3673	-27	-1.37E-05	-45			
3674	-28	-1.41E-05	-45			
3675	-29	-1.44E-05	-45			
3676	-30	-1.48E-05	-45			
3677	-31	-1.52E-05	-45			
3678	-32	-1.55E-05	-45			
3679	-33	-1.59E-05	-45			
3680	-34	-1.62E-05	-45			
3681	-35	-1.66E-05	-45			
3682	-36	-1.69E-05	-45			
3683	-37	-1.72E-05	-45			
3684	-38	-1.75E-05	-45			
3685	-39	-1.78E-05	-45			
3686	-40	-1.81E-05	-45			
3687	-41	-1.84E-05	-45			
3688	-42	-1.87E-05	-45			
3689	-43	-1.89E-05	-45			
3690	-44	-1.92E-05	-45			
3691	-45	-1.95E-05	-45			
3692	-46	-1.97E-05	-45			
3693	-47	-2.00E-05	-45			
3694	-48	-2.02E-05	-45			
3695	-49	-2.04E-05	-45			
3696	-50	-2.07E-05	-45			
3697	-51	-2.09E-05	-45			
3698	-52	-2.11E-05	-45			
3699	-53	-2.13E-05	-45			
3700	-54	-2.15E-05	-45			
3701	-55	-2.17E-05	-45			
3702	-56	-2.19E-05	-45			
3703	-57	-2.20E-05	-45			
3704	-58	-2.22E-05	-45			
3705	-59	-2.24E-05	-45			
3706	-60	-2.25E-05	-45			
3707	-61	-2.27E-05	-45			
3708	-62	-2.28E-05	-45			
3709	-63	-2.30E-05	-45			
3710	-64	-2.31E-05	-45			
3711	-65	-2.32E-05	-45			
3712	-66	-2.33E-05	-45			
3713	-67	-2.34E-05	-45			
3714	-68	-2.36E-05	-45			
3715	-69	-2.37E-05	-45			
3716	-70	-2.38E-05	-45			
3717	-71	-2.39E-05	-45			
3718	-72	-2.39E-05	-45			
3719	-73	-2.40E-05	-45			
3720	-74	-2.41E-05	-45			
3721	-75	-2.42E-05	-45			
3722	-76	-2.43E-05	-45			
3723	-77	-2.43E-05	-45			
3724	-78	-2.44E-05	-45			
3725	-79	-2.45E-05	-45			
3726	-80	-2.45E-05	-45			
3727	0	1.10E-07	-46			
3728	-1	-6.40E-07	-46			
3729	-2	-1.30E-06	-46			
3730	-3	-1.94E-06	-46			
3731	-4	-2.57E-06	-46			
3732	-5	-3.17E-06	-46			
3733	-6	-3.77E-06	-46			
3734	-7	-4.35E-06	-46			
3735	-8	-4.92E-06	-46			
3736	-9	-5.48E-06	-46			
3737	-10	-6.03E-06	-46			
3738	-11	-6.56E-06	-46			
3739	-12	-7.09E-06	-46			
3740	-13	-7.61E-06	-46			
3741	-14	-8.11E-06	-46			
3742	-15	-8.60E-06	-46			
3743	-16	-9.09E-06	-46			
3744	-17	-9.57E-06	-46			
3745	-18	-1.00E-05	-46			
3746	-19	-1.05E-05	-46			
3747	-20	-1.10E-05	-46			
3748	-21	-1.14E-05	-46			
3749	-22	-1.19E-05	-46			
3750	-23	-1.23E-05	-46			
3751	-24	-1.27E-05	-46			
3752	-25	-1.31E-05	-46			
3753	-26	-1.35E-05	-46			
3754	-27	-1.39E-05	-46			
3755	-28	-1.43E-05	-46			
3756	-29	-1.47E-05	-46			
3757	-30	-1.51E-05	-46			
3758	-31	-1.55E-05	-46			
3759	-32	-1.58E-05	-46			
3760	-33	-1.62E-05	-46			
3761	-34	-1.65E-05	-46			
3762	-35	-1.69E-05	-46			
3763	-36	-1.72E-05	-46			
3764	-37	-1.76E-05	-46			
3765	-38	-1.79E-05	-46			
3766	-39	-1.82E-05	-46			
3767	-40	-1.85E-05	-46			
3768	-41	-1.88E-05	-46			
3769	-42	-1.91E-05	-46			
3770	-43	-1.94E-05	-46			
3771	-44	-1.96E-05	-46			
3772	-45	-1.99E-05	-46			
3773	-46	-2.02E-05	-46			
3774	-47	-2.04E-05	-46			
3775	-48	-2.07E-05	-46			
3776	-49	-2.09E-05	-46			
3777	-50	-2.11E-05	-46			
3778	-51	-2.14E-05	-46			
3779	-52	-2.16E-05	-46			
3780	-53	-2.18E-05	-46			
3781	-54	-2.20E-05	-46			
3782	-55	-2.22E-05	-46			
3783	-56	-2.24E-05	-46			
3784	-57	-2.25E-05	-46			
3785	-58	-2.27E-05	-46			
3786	-59	-2.29E-05	-46			
3787	-60	-2.31E-05	-46			
3788	-61	-2.32E-05	-46			
3789	-62	-2.34E-05	-46			
3790	-63	-2.35E-05	-46			
3791	-64	-2.36E-05	-46			
3792	-65	-2.38E-05	-46			
3793	-66	-2.39E-05	-46			
3794	-67	-2.40E-05	-46			
3795	-68	-2.41E-05	-46			
3796	-69	-2.42E-05	-46			
3797	-70	-2.44E-05	-46			
3798	-71	-2.45E-05	-46			
3799	-72	-2.45E-05	-46			
3800	-73	-2.46E-05	-46			
3801	-74	-2.47E-05	-46			
3802	-75	-2.48E-05	-46			
3803	-76	-2.49E-05	-46			
3804	-77	-2.50E-05	-46			
3805	-78	-2.50E-05	-46			
3806	-79	-2.51E-05	-46			
3807	-80	-2.51E-05	-46			
3808	0	1.11E-07	-47			
3809	-1	-6.50E-07	-47			
3810	-2	-1.32E-06	-47			
3811	-3	-1.98E-06	-47			
3812	-4	-2.61E-06	-47			
3813	-5	-3.23E-06	-47			
3814	-6	-3.83E-06	-47			
3815	-7	-4.42E-06	-47			
3816	-8	-5.00E-06	-47			
3817	-9	-5.57E-06	-47			
3818	-10	-6.13E-06	-47			
3819	-11	-6.68E-06	-47			
3820	-12	-7.22E-06	-47			
3821	-13	-7.74E-06	-47			
3822	-14	-8.25E-06	-47			
3823	-15	-8.76E-06	-47			
3824	-16	-9.25E-06	-47			
3825	-17	-9.74E-06	-47			
3826	-18	-1.02E-05	-47			
3827	-19	-1.07E-05	-47			
3828	-20	-1.12E-05	-47			
3829	-21	-1.16E-05	-47			
3830	-22	-1.21E-05	-47			
3831	-23	-1.25E-05	-47			
3832	-24	-1.30E-05	-47			
3833	-25	-1.34E-05	-47			
3834	-26	-1.38E-05	-47			
3835	-27	-1.42E-05	-47			
3836	-28	-1.46E-05	-47			
3837	-29	-1.50E-05	-47			
3838	-30	-1.54E-05	-47			
3839	-31	-1.58E-05	-47			
3840	-32	-1.62E-05	-47			
3841	-33	-1.65E-05	-47			
3842	-34	-1.69E-05	-47			
3843	-35	-1.72E-05	-47			
3844	-36	-1.76E-05	-47			
3845	-37	-1.79E-05	-47			
3846	-38	-1.82E-05	-47			
3847	-39	-1.86E-05	-47			
3848	-40	-1.89E-05	-47			
3849	-41	-1.92E-05	-47			
3850	-42	-1.95E-05	-47			
3851	-43	-1.98E-05	-47			
3852	-44	-2.00E-05	-47			
3853	-45	-2.03E-05	-47			
3854	-46	-2.06E-05	-47			
3855	-47	-2.08E-05	-47			
3856	-48	-2.11E-05	-47			
3857	-49	-2.14E-05	-47			
3858	-50	-2.16E-05	-47			
3859	-51	-2.18E-05	-47			
3860	-52	-2.20E-05	-47			
3861	-53	-2.23E-05	-47			
3862	-54	-2.25E-05	-47			
3863	-55	-2.27E-05	-47			
3864	-56	-2.29E-05	-47			
3865	-57	-2.31E-05	-47			
3866	-58	-2.32E-05	-47			
3867	-59	-2.34E-05	-47			
3868	-60	-2.36E-05	-47			
3869	-61	-2.38E-05	-47			
3870	-62	-2.39E-05	-47			
3871	-63	-2.41E-05	-47			
3872	-64	-2.42E-05	-47			
3873	-65	-2.43E-05	-47			
3874	-66	-2.45E-05	-47			
3875	-67	-2.46E-05	-47			
3876	-68	-2.47E-05	-47			
3877	-69	-2.48E-05	-47			
3878	-70	-2.49E-05	-47			
3879	-71	-2.50E-05	-47			
3880	-72	-2.51E-05	-47			
3881	-73	-2.52E-05	-47			
3882	-74	-2.53E-05	-47			
3883	-75	-2.54E-05	-47			
3884	-76	-2.55E-05	-47			
3885	-77	-2.56E-05	-47			
3886	-78	-2.56E-05	-47			
3887	-79	-2.57E-05	-47			
3888	-80	-2.58E-05	-47			
3889	0	1.13E-07	-48			
3890	-1	-6.60E-07	-48			
3891	-2	-1.34E-06	-48			
3892	-3	-2.01E-06	-48			
3893	-4	-2.65E-06	-48			
3894	-5	-3.28E-06	-48			
3895	-6	-3.89E-06	-48			
3896	-7	-4.50E-06	-48			
3897	-8	-5.09E-06	-48			
3898	-9	-5.67E-06	-48			
3899	-10	-6.23E-06	-48			
3900	-11	-6.79E-06	-48			
3901	-12	-7.34E-06	-48			
3902	-13	-7.88E-06	-48			
3903	-14	-8.40E-06	-48			
3904	-15	-8.91E-06	-48			
3905	-16	-9.42E-06	-48			
3906	-17	-9.91E-06	-48			
3907	-18	-1.04E-05	-48			
3908	-19	-1.09E-05	-48			
3909	-20	-1.14E-05	-48			
3910	-21	-1.18E-05	-48			
3911	-22	-1.23E-05	-48			
3912	-23	-1.27E-05	-48			
3913	-24	-1.32E-05	-48			
3914	-25	-1.36E-05	-48			
3915	-26	-1.41E-05	-48			
3916	-27	-1.45E-05	-48			
3917	-28	-1.49E-05	-48			
3918	-29	-1.53E-05	-48			
3919	-30	-1.57E-05	-48			
3920	-31	-1.61E-05	-48			
3921	-32	-1.65E-05	-48			
3922	-33	-1.68E-05	-48			
3923	-34	-1.72E-05	-48			
3924	-35	-1.76E-05	-48			
3925	-36	-1.79E-05	-48			
3926	-37	-1.83E-05	-48			
3927	-38	-1.86E-05	-48			
3928	-39	-1.89E-05	-48			
3929	-40	-1.92E-05	-48			
3930	-41	-1.96E-05	-48			
3931	-42	-1.99E-05	-48			
3932	-43	-2.02E-05	-48			
3933	-44	-2.05E-05	-48			
3934	-45	-2.07E-05	-48			
3935	-46	-2.10E-05	-48			
3936	-47	-2.13E-05	-48			
3937	-48	-2.16E-05	-48			
3938	-49	-2.18E-05	-48			
3939	-50	-2.21E-05	-48			
3940	-51	-2.23E-05	-48			
3941	-52	-2.25E-05	-48			
3942	-53	-2.28E-05	-48			
3943	-54	-2.30E-05	-48			
3944	-55	-2.32E-05	-48			
3945	-56	-2.34E-05	-48			
3946	-57	-2.36E-05	-48			
3947	-58	-2.38E-05	-48			
3948	-59	-2.39E-05	-48			
3949	-60	-2.41E-05	-48			
3950	-61	-2.43E-05	-48			
3951	-62	-2.45E-05	-48			
3952	-63	-2.46E-05	-48			
3953	-64	-2.48E-05	-48			
3954	-65	-2.49E-05	-48			
3955	-66	-2.50E-05	-48			
3956	-67	-2.52E-05	-48			
3957	-68	-2.53E-05	-48			
3958	-69	-2.54E-05	-48			
3959	-70	-2.55E-05	-48			
3960	-71	-2.56E-05	-48			
3961	-72	-2.57E-05	-48			
3962	-73	-2.58E-05	-48			
3963	-74	-2.59E-05	-48			
3964	-75	-2.60E-05	-48			
3965	-76	-2.61E-05	-48			
3966	-77	-2.62E-05	-48			
3967	-78	-2.63E-05	-48			
3968	-79	-2.63E-05	-48			
3969	-80	-2.64E-05	-48			
3970	0	1.15E-07	-49			
3971	-1	-6.70E-07	-49			
3972	-2	-1.36E-06	-49			
3973	-3	-2.04E-06	-49			
3974	-4	-2.69E-06	-49			
3975	-5	-3.33E-06	-49			
3976	-6	-3.96E-06	-49			
3977	-7	-4.57E-06	-49			
3978	-8	-5.17E-06	-49			
3979	-9	-5.76E-06	-49			
3980	-10	-6.34E-06	-49			
3981	-11	-6.91E-06	-49			
3982	-12	-7.47E-06	-49			
3983	-13	-8.01E-06	-49			
3984	-14	-8.54E-06	-49			
3985	-15	-9.06E-06	-49			
3986	-16	-9.58E-06	-49			
3987	-17	-1.01E-05	-49			
3988	-18	-1.06E-05	-49			
3989	-19	-1.11E-05	-49			
3990	-20	-1.16E-05	-49			
3991	-21	-1.21E-05	-49			
3992	-22	-1.25E-05	-49			
3993	-23	-1.30E-05	-49			
3994	-24	-1.34E-05	-49			
3995	-25	-1.39E-05	-49			
3996	-26	-1.43E-05	-49			
3997	-27	-1.47E-05	-49			
3998	-28	-1.52E-05	-49			
3999	-29	-1.56E-05	-49			
4000	-30	-1.60E-05	-49			
4001	-31	-1.64E-05	-49			
4002	-32	-1.68E-05	-49			
4003	-33	-1.72E-05	-49			
4004	-34	-1.75E-05	-49			
4005	-35	-1.79E-05	-49			
4006	-36	-1.83E-05	-49			
4007	-37	-1.86E-05	-49			
4008	-38	-1.90E-05	-49			
4009	-39	-1.93E-05	-49			
4010	-40	-1.96E-05	-49			
4011	-41	-2.00E-05	-49			
4012	-42	-2.03E-05	-49			
4013	-43	-2.06E-05	-49			
4014	-44	-2.09E-05	-49			
4015	-45	-2.12E-05	-49			
4016	-46	-2.15E-05	-49			
4017	-47	-2.17E-05	-49			
4018	-48	-2.20E-05	-49			
4019	-49	-2.23E-05	-49			
4020	-50	-2.25E-05	-49			
4021	-51	-2.28E-05	-49			
4022	-52	-2.30E-05	-49			
4023	-53	-2.32E-05	-49			
4024	-54	-2.35E-05	-49			
4025	-55	-2.37E-05	-49			
4026	-56	-2.39E-05	-49			
4027	-57	-2.41E-05	-49			
4028	-58	-2.43E-05	-49			
4029	-59	-2.45E-05	-49			
4030	-60	-2.47E-05	-49			
4031	-61	-2.48E-05	-49			
4032	-62	-2.50E-05	-49			
4033	-63	-2.52E-05	-49			
4034	-64	-2.53E-05	-49			
4035	-65	-2.55E-05	-49			
4036	-66	-2.56E-05	-49			
4037	-67	-2.58E-05	-49			
4038	-68	-2.59E-05	-49			
4039	-69	-2.60E-05	-49			
4040	-70	-2.61E-05	-49			
4041	-71	-2.63E-05	-49			
4042	-72	-2.64E-05	-49			
4043	-73	-2.65E-05	-49			
4044	-74	-2.66E-05	-49			
4045	-75	-2.67E-05	-49			
4046	-76	-2.68E-05	-49			
4047	-77	-2.68E-05	-49			
4048	-78	-2.69E-05	-49			
4049	-79	-2.70E-05	-49			
4050	-80	-2.71E-05	-49			
4051	0	1.16E-07	-50			
4052	-1	-6.81E-07	-50			
4053	-2	-1.38E-06	-50			
4054	-3	-2.07E-06	-50			
4055	-4	-2.73E-06	-50			
4056	-5	-3.39E-06	-50			
4057	-6	-4.02E-06	-50			
4058	-7	-4.65E-06	-50			
4059	-8	-5.26E-06	-50			
4060	-9	-5.86E-06	-50			
4061	-10	-6.44E-06	-50			
4062	-11	-7.02E-06	-50			
4063	-12	-7.59E-06	-50			
4064	-13	-8.14E-06	-50			
4065	-14	-8.68E-06	-50			
4066	-15	-9.21E-06	-50			
4067	-16	-9.74E-06	-50			
4068	-17	-1.03E-05	-50			
4069	-18	-1.08E-05	-50			
4070	-19	-1.13E-05	-50			
4071	-20	-1.18E-05	-50			
4072	-21	-1.23E-05	-50			
4073	-22	-1.27E-05	-50			
4074	-23	-1.32E-05	-50			
4075	-24	-1.37E-05	-50			
4076	-25	-1.41E-05	-50			
4077	-26	-1.46E-05	-50			
4078	-27	-1.50E-05	-50			
4079	-28	-1.54E-05	-50			
4080	-29	-1.59E-05	-50			
4081	-30	-1.63E-05	-50			
4082	-31	-1.67E-05	-50			
4083	-32	-1.71E-05	-50			
4084	-33	-1.75E-05	-50			
4085	-34	-1.79E-05	-50			
4086	-35	-1.82E-05	-50			
4087	-36	-1.86E-05	-50			
4088	-37	-1.90E-05	-50			
4089	-38	-1.93E-05	-50			
4090	-39	-1.97E-05	-50			
4091	-40	-2.00E-05	-50			
4092	-41	-2.03E-05	-50			
4093	-42	-2.07E-05	-50			
4094	-43	-2.10E-05	-50			
4095	-44	-2.13E-05	-50			
4096	-45	-2.16E-05	-50			
4097	-46	-2.19E-05	-50			
4098	-47	-2.22E-05	-50			
4099	-48	-2.25E-05	-50			
4100	-49	-2.27E-05	-50			
4101	-50	-2.30E-05	-50			
4102	-51	-2.32E-05	-50			
4103	-52	-2.35E-05	-50			
4104	-53	-2.37E-05	-50			
4105	-54	-2.40E-05	-50			
4106	-55	-2.42E-05	-50			
4107	-56	-2.44E-05	-50			
4108	-57	-2.46E-05	-50			
4109	-58	-2.48E-05	-50			
4110	-59	-2.50E-05	-50			
4111	-60	-2.52E-05	-50			
4112	-61	-2.54E-05	-50			
4113	-62	-2.56E-05	-50			
4114	-63	-2.57E-05	-50			
4115	-64	-2.59E-05	-50			
4116	-65	-2.61E-05	-50			
4117	-66	-2.62E-05	-50			
4118	-67	-2.63E-05	-50			
4119	-68	-2.65E-05	-50			
4120	-69	-2.66E-05	-50			
4121	-70	-2.67E-05	-50			
4122	-71	-2.69E-05	-50			
4123	-72	-2.70E-05	-50			
4124	-73	-2.71E-05	-50			
4125	-74	-2.72E-05	-50			
4126	-75	-2.73E-05	-50			
4127	-76	-2.74E-05	-50			
4128	-77	-2.75E-05	-50			
4129	-78	-2.75E-05	-50			
4130	-79	-2.76E-05	-50			
4131	-80	-2.77E-05	-50			
4132	0	1.18E-07	-51			
4133	-1	-6.91E-07	-51			
4134	-2	-1.40E-06	-51			
4135	-3	-2.10E-06	-51			
4136	-4	-2.78E-06	-51			
4137	-5	-3.44E-06	-51			
4138	-6	-4.08E-06	-51			
4139	-7	-4.72E-06	-51			
4140	-8	-5.34E-06	-51			
4141	-9	-5.95E-06	-51			
4142	-10	-6.55E-06	-51			
4143	-11	-7.14E-06	-51			
4144	-12	-7.72E-06	-51			
4145	-13	-8.27E-06	-51			
4146	-14	-8.82E-06	-51			
4147	-15	-9.37E-06	-51			
4148	-16	-9.91E-06	-51			
4149	-17	-1.04E-05	-51			
4150	-18	-1.10E-05	-51			
4151	-19	-1.15E-05	-51			
4152	-20	-1.20E-05	-51			
4153	-21	-1.25E-05	-51			
4154	-22	-1.30E-05	-51			
4155	-23	-1.34E-05	-51			
4156	-24	-1.39E-05	-51			
4157	-25	-1.44E-05	-51			
4158	-26	-1.48E-05	-51			
4159	-27	-1.53E-05	-51			
4160	-28	-1.57E-05	-51			
4161	-29	-1.61E-05	-51			
4162	-30	-1.66E-05	-51			
4163	-31	-1.70E-05	-51			
4164	-32	-1.74E-05	-51			
4165	-33	-1.78E-05	-51			
4166	-34	-1.82E-05	-51			
4167	-35	-1.86E-05	-51			
4168	-36	-1.90E-05	-51			
4169	-37	-1.93E-05	-51			
4170	-38	-1.97E-05	-51			
4171	-39	-2.01E-05	-51			
4172	-40	-2.04E-05	-51			
4173	-41	-2.07E-05	-51			
4174	-42	-2.11E-05	-51			
4175	-43	-2.14E-05	-51			
4176	-44	-2.17E-05	-51			
4177	-45	-2.20E-05	-51			
4178	-46	-2.23E-05	-51			
4179	-47	-2.26E-05	-51			
4180	-48	-2.29E-05	-51			
4181	-49	-2.32E-05	-51			
4182	-50	-2.35E-05	-51			
4183	-51	-2.37E-05	-51			
4184	-52	-2.40E-05	-51			
4185	-53	-2.42E-05	-51			
4186	-54	-2.45E-05	-51			
4187	-55	-2.47E-05	-51			
4188	-56	-2.49E-05	-51			
4189	-57	-2.51E-05	-51			
4190	-58	-2.53E-05	-51			
4191	-59	-2.56E-05	-51			
4192	-60	-2.57E-05	-51			
4193	-61	-2.59E-05	-51			
4194	-62	-2.61E-05	-51			
4195	-63	-2.63E-05	-51			
4196	-64	-2.65E-05	-51			
4197	-65	-2.66E-05	-51			
4198	-66	-2.68E-05	-51			
4199	-67	-2.69E-05	-51			
4200	-68	-2.71E-05	-51			
4201	-69	-2.72E-05	-51			
4202	-70	-2.73E-05	-51			
4203	-71	-2.75E-05	-51			
4204	-72	-2.76E-05	-51			
4205	-73	-2.77E-05	-51			
4206	-74	-2.78E-05	-51			
4207	-75	-2.79E-05	-51			
4208	-76	-2.80E-05	-51			
4209	-77	-2.81E-05	-51			
4210	-78	-2.82E-05	-51			
4211	-79	-2.83E-05	-51			
4212	-80	-2.83E-05	-51			
4213	0	1.19E-07	-52			
4214	-1	-7.01E-07	-52			
4215	-2	-1.43E-06	-52			
4216	-3	-2.13E-06	-52			
4217	-4	-2.82E-06	-52			
4218	-5	-3.49E-06	-52			
4219	-6	-4.15E-06	-52			
4220	-7	-4.79E-06	-52			
4221	-8	-5.42E-06	-52			
4222	-9	-6.05E-06	-52			
4223	-10	-6.65E-06	-52			
4224	-11	-7.25E-06	-52			
4225	-12	-7.84E-06	-52			
4226	-13	-8.41E-06	-52			
4227	-14	-8.97E-06	-52			
4228	-15	-9.52E-06	-52			
4229	-16	-1.01E-05	-52			
4230	-17	-1.06E-05	-52			
4231	-18	-1.11E-05	-52			
4232	-19	-1.17E-05	-52			
4233	-20	-1.22E-05	-52			
4234	-21	-1.27E-05	-52			
4235	-22	-1.32E-05	-52			
4236	-23	-1.37E-05	-52			
4237	-24	-1.42E-05	-52			
4238	-25	-1.46E-05	-52			
4239	-26	-1.51E-05	-52			
4240	-27	-1.56E-05	-52			
4241	-28	-1.60E-05	-52			
4242	-29	-1.64E-05	-52			
4243	-30	-1.69E-05	-52			
4244	-31	-1.73E-05	-52			
4245	-32	-1.77E-05	-52			
4246	-33	-1.81E-05	-52			
4247	-34	-1.85E-05	-52			
4248	-35	-1.89E-05	-52			
4249	-36	-1.93E-05	-52			
4250	-37	-1.97E-05	-52			
4251	-38	-2.01E-05	-52			
4252	-39	-2.04E-05	-52			
4253	-40	-2.08E-05	-52			
4254	-41	-2.11E-05	-52			
4255	-42	-2.15E-05	-52			
4256	-43	-2.18E-05	-52			
4257	-44	-2.21E-05	-52			
4258	-45	-2.25E-05	-52			
4259	-46	-2.28E-05	-52			
4260	-47	-2.31E-05	-52			
4261	-48	-2.34E-05	-52			
4262	-49	-2.37E-05	-52			
4263	-50	-2.39E-05	-52			
4264	-51	-2.42E-05	-52			
4265	-52	-2.45E-05	-52			
4266	-53	-2.47E-05	-52			
4267	-54	-2.50E-05	-52			
4268	-55	-2.52E-05	-52			
4269	-56	-2.54E-05	-52			
4270	-57	-2.57E-05	-52			
4271	-58	-2.59E-05	-52			
4272	-59	-2.61E-05	-52			
4273	-60	-2.63E-05	-52			
4274	-61	-2.65E-05	-52			
4275	-62	-2.67E-05	-52			
4276	-63	-2.69E-05	-52			
4277	-64	-2.70E-05	-52			
4278	-65	-2.72E-05	-52			
4279	-66	-2.74E-05	-52			
4280	-67	-2.75E-05	-52			
4281	-68	-2.77E-05	-52			
4282	-69	-2.78E-05	-52			
4283	-70	-2.79E-05	-52			
4284	-71	-2.81E-05	-52			
4285	-72	-2.82E-05	-52			
4286	-73	-2.83E-05	-52			
4287	-74	-2.84E-05	-52			
4288	-75	-2.85E-05	-52			
4289	-76	-2.86E-05	-52			
4290	-77	-2.87E-05	-52			
4291	-78	-2.88E-05	-52			
4292	-79	-2.89E-05	-52			
4293	-80	-2.90E-05	-52			
4294	0	1.21E-07	-53			
4295	-1	-7.12E-07	-53			
4296	-2	-1.45E-06	-53			
4297	-3	-2.17E-06	-53			
4298	-4	-2.86E-06	-53			
4299	-5	-3.55E-06	-53			
4300	-6	-4.21E-06	-53			
4301	-7	-4.87E-06	-53			
4302	-8	-5.51E-06	-53			
4303	-9	-6.14E-06	-53			
4304	-10	-6.76E-06	-53			
4305	-11	-7.37E-06	-53			
4306	-12	-7.97E-06	-53			
4307	-13	-8.55E-06	-53			
4308	-14	-9.12E-06	-53			
4309	-15	-9.68E-06	-53			
4310	-16	-1.02E-05	-53			
4311	-17	-1.08E-05	-53			
4312	-18	-1.13E-05	-53			
4313	-19	-1.19E-05	-53			
4314	-20	-1.24E-05	-53			
4315	-21	-1.29E-05	-53			
4316	-22	-1.34E-05	-53			
4317	-23	-1.39E-05	-53			
4318	-24	-1.44E-05	-53			
4319	-25	-1.49E-05	-53			
4320	-26	-1.54E-05	-53			
4321	-27	-1.58E-05	-53			
4322	-28	-1.63E-05	-53			
4323	-29	-1.67E-05	-53			
4324	-30	-1.72E-05	-53			
4325	-31	-1.76E-05	-53			
4326	-32	-1.80E-05	-53			
4327	-33	-1.85E-05	-53			
4328	-34	-1.89E-05	-53			
4329	-35	-1.93E-05	-53			
4330	-36	-1.97E-05	-53			
4331	-37	-2.01E-05	-53			
4332	-38	-2.04E-05	-53			
4333	-39	-2.08E-05	-53			
4334	-40	-2.12E-05	-53			
4335	-41	-2.15E-05	-53			
4336	-42	-2.19E-05	-53			
4337	-43	-2.22E-05	-53			
4338	-44	-2.26E-05	-53			
4339	-45	-2.29E-05	-53			
4340	-46	-2.32E-05	-53			
4341	-47	-2.35E-05	-53			
4342	-48	-2.38E-05	-53			
4343	-49	-2.41E-05	-53			
4344	-50	-2.44E-05	-53			
4345	-51	-2.47E-05	-53			
4346	-52	-2.50E-05	-53			
4347	-53	-2.52E-05	-53			
4348	-54	-2.55E-05	-53			
4349	-55	-2.57E-05	-53			
4350	-56	-2.60E-05	-53			
4351	-57	-2.62E-05	-53			
