FET Vds-Id
VDS= 0 to -80 in -1 step
VG= 0 to -80 in -1 step
NO. VDS ID VDS
 V A V
806 -76 -6.06442E-06 -76
807 -77 -6.06621E-06 -77
808 -78 -6.06753E-06 -78
809 -79 -6.0686E-06 -79
810 -80 -6.07024E-06 -80
811 0 8.9734E-09 0
812 -1 -4.07638E-07 -1
813 -2 -7.95842E-07 -2
814 -3 -1.16531E-06 -3
815 -4 -1.5199E-06 -4
816 -5 -1.85602E-06 -5
817 -6 -2.17383E-06 -6
818 -7 -2.47717E-06 -7
819 -8 -2.76409E-06 -8
820 -9 -3.03632E-06 -9
821 -10 -3.29306E-06 -10
822 -11 -3.53669E-06 -11
823 -12 -3.76633E-06 -12
824 -13 -3.98183E-06 -13
825 -14 -4.1851E-06 -14
826 -15 -4.37449E-06 -15
827 -16 -4.5529E-06 -16
828 -17 -4.71861E-06 -17
829 -18 -4.87382E-06 -18
830 -19 -5.01821E-06 -19
831 -20 -5.15213E-06 -20
832 -21 -5.27641E-06 -21
833 -22 -5.39114E-06 -22
834 -23 -5.49707E-06 -23
835 -24 -5.59506E-06 -24
836 -25 -5.68377E-06 -25
837 -26 -5.76534E-06 -26
838 -27 -5.83997E-06 -27
839 -28 -5.90866E-06 -28
840 -29 -5.96933E-06 -29
841 -30 -6.02541E-06 -30
842 -31 -6.07544E-06 -31
843 -32 -6.1212E-06 -32
844 -33 -6.16206E-06 -33
845 -34 -6.19872E-06 -34
846 -35 -6.2315E-06 -35
847 -36 -6.26177E-06 -36
848 -37 -6.28839E-06 -37
849 -38 -6.31165E-06 -38
850 -39 -6.33276E-06 -39
851 -40 -6.35144E-06 -40
852 -41 -6.36851E-06 -41
853 -42 -6.38384E-06 -42
854 -43 -6.39657E-06 -43
855 -44 -6.40895E-06 -44
856 -45 -6.41927E-06 -45
857 -46 -6.42862E-06 -46
858 -47 -6.43778E-06 -47
859 -48 -6.44567E-06 -48
860 -49 -6.45347E-06 -49
861 -50 -6.45851E-06 -50
862 -51 -6.46432E-06 -51
863 -52 -6.4697E-06 -52
864 -53 -6.47493E-06 -53
865 -54 -6.4792E-06 -54
866 -55 -6.48348E-06 -55
867 -56 -6.48682E-06 -56
868 -57 -6.49074E-06 -57
869 -58 -6.49417E-06 -58
870 -59 -6.49682E-06 -59
871 -60 -6.4997E-06 -60
872 -61 -6.50169E-06 -61
873 -62 -6.50447E-06 -62
874 -63 -6.5064E-06 -63
875 -64 -6.50904E-06 -64
876 -65 -6.51171E-06 -65
877 -66 -6.51386E-06 -66
878 -67 -6.5152E-06 -67
879 -68 -6.51781E-06 -68
880 -69 -6.51983E-06 -69
881 -70 -6.52093E-06 -70
882 -71 -6.5225E-06 -71
883 -72 -6.52454E-06 -72
884 -73 -6.52595E-06 -73
885 -74 -6.52737E-06 -74
886 -75 -6.52882E-06 -75
887 -76 -6.53014E-06 -76
888 -77 -6.53154E-06 -77
889 -78 -6.53201E-06 -78
890 -79 -6.5344E-06 -79
891 -80 -6.53492E-06 -80
892 0 1.04768E-08 0
893 -1 -4.24631E-07 -1
894 -2 -8.30011E-07 -2
895 -3 -1.21642E-06 -3
896 -4 -1.58806E-06 -4
897 -5 -1.94096E-06 -5
898 -6 -2.27557E-06 -6
899 -7 -2.59507E-06 -7
900 -8 -2.89795E-06 -8
901 -9 -3.1865E-06 -9
902 -10 -3.45887E-06 -10
903 -11 -3.71748E-06 -11
904 -12 -3.96274E-06 -12
905 -13 -4.19296E-06 -13
906 -14 -4.41018E-06 -14
907 -15 -4.61464E-06 -15
908 -16 -4.8069E-06 -16
909 -17 -4.98621E-06 -17
910 -18 -5.15465E-06 -18
911 -19 -5.31111E-06 -19
912 -20 -5.45745E-06 -20
913 -21 -5.59322E-06 -21
914 -22 -5.71969E-06 -22
915 -23 -5.83561E-06 -23
916 -24 -5.94392E-06 -24
917 -25 -6.04263E-06 -25
918 -26 -6.13336E-06 -26
919 -27 -6.21674E-06 -27
920 -28 -6.2938E-06 -28
921 -29 -6.36346E-06 -29
922 -30 -6.42689E-06 -30
923 -31 -6.48366E-06 -31
924 -32 -6.53591E-06 -32
925 -33 -6.58381E-06 -33
926 -34 -6.62553E-06 -34
927 -35 -6.66352E-06 -35
928 -36 -6.69793E-06 -36
929 -37 -6.72861E-06 -37
930 -38 -6.7559E-06 -38
931 -39 -6.78015E-06 -39
932 -40 -6.80282E-06 -40
933 -41 -6.82252E-06 -41
934 -42 -6.83974E-06 -42
935 -43 -6.85622E-06 -43
936 -44 -6.87003E-06 -44
937 -45 -6.88276E-06 -45
938 -46 -6.89447E-06 -46
939 -47 -6.90457E-06 -47
940 -48 -6.91463E-06 -48
941 -49 -6.92214E-06 -49
942 -50 -6.93028E-06 -50
943 -51 -6.93637E-06 -51
944 -52 -6.94259E-06 -52
945 -53 -6.94833E-06 -53
946 -54 -6.95381E-06 -54
947 -55 -6.95814E-06 -55
948 -56 -6.96244E-06 -56
949 -57 -6.96687E-06 -57
950 -58 -6.9698E-06 -58
951 -59 -6.97316E-06 -59
952 -60 -6.97641E-06 -60
953 -61 -6.97949E-06 -61
954 -62 -6.98227E-06 -62
955 -63 -6.98484E-06 -63
956 -64 -6.98758E-06 -64
957 -65 -6.9897E-06 -65
958 -66 -6.99146E-06 -66
959 -67 -6.99354E-06 -67
960 -68 -6.99587E-06 -68
961 -69 -6.99721E-06 -69
962 -70 -6.99896E-06 -70
963 -71 -7.00208E-06 -71
964 -72 -7.00389E-06 -72
965 -73 -7.00525E-06 -73
966 -74 -7.00729E-06 -74
967 -75 -7.00937E-06 -75
968 -76 -7.01087E-06 -76
969 -77 -7.01266E-06 -77
970 -78 -7.01346E-06 -78
971 -79 -7.01551E-06 -79
972 -80 -7.01585E-06 -80
973 0 1.14913E-08 0
974 -1 -4.4163E-07 -1
975 -2 -8.63831E-07 -2
976 -3 -1.26749E-06 -3
977 -4 -1.65606E-06 -4
978 -5 -2.02577E-06 -5
979 -6 -2.37686E-06 -6
980 -7 -2.71285E-06 -7
981 -8 -3.03212E-06 -8
982 -9 -3.33657E-06 -9
983 -10 -3.62489E-06 -10
984 -11 -3.89982E-06 -11
985 -12 -4.15963E-06 -12
986 -13 -4.40536E-06 -13
987 -14 -4.63722E-06 -14
988 -15 -4.85583E-06 -15
989 -16 -5.06215E-06 -16
990 -17 -5.25598E-06 -17
991 -18 -5.43754E-06 -18
992 -19 -5.60677E-06 -19
993 -20 -5.76536E-06 -20
994 -21 -5.91353E-06 -21
995 -22 -6.05084E-06 -22
996 -23 -6.17767E-06 -23
997 -24 -6.29759E-06 -24
998 -25 -6.40672E-06 -25
999 -26 -6.50787E-06 -26
1000 -27 -6.60073E-06 -27
1001 -28 -6.68504E-06 -28
1002 -29 -6.76387E-06 -29
1003 -30 -6.83491E-06 -30
1004 -31 -6.89998E-06 -31
1005 -32 -6.95904E-06 -32
1006 -33 -7.01316E-06 -33
1007 -34 -7.06166E-06 -34
1008 -35 -7.10523E-06 -35
1009 -36 -7.14418E-06 -36
1010 -37 -7.179E-06 -37
1011 -38 -7.21135E-06 -38
1012 -39 -7.24044E-06 -39
1013 -40 -7.26535E-06 -40
1014 -41 -7.28904E-06 -41
1015 -42 -7.30926E-06 -42
1016 -43 -7.32853E-06 -43
1017 -44 -7.34466E-06 -44
1018 -45 -7.35943E-06 -45
1019 -46 -7.37287E-06 -46
1020 -47 -7.38539E-06 -47
1021 -48 -7.39597E-06 -48
1022 -49 -7.40582E-06 -49
1023 -50 -7.41389E-06 -50
1024 -51 -7.42207E-06 -51
1025 -52 -7.42891E-06 -52
1026 -53 -7.43619E-06 -53
1027 -54 -7.44249E-06 -54
1028 -55 -7.44701E-06 -55
1029 -56 -7.45234E-06 -56
1030 -57 -7.4568E-06 -57
1031 -58 -7.46072E-06 -58
1032 -59 -7.46529E-06 -59
1033 -60 -7.46903E-06 -60
1034 -61 -7.47261E-06 -61
1035 -62 -7.47557E-06 -62
1036 -63 -7.4786E-06 -63
1037 -64 -7.48142E-06 -64
1038 -65 -7.48419E-06 -65
1039 -66 -7.48718E-06 -66
1040 -67 -7.48985E-06 -67
1041 -68 -7.49171E-06 -68
1042 -69 -7.49354E-06 -69
1043 -70 -7.49676E-06 -70
1044 -71 -7.49894E-06 -71
1045 -72 -7.50165E-06 -72
1046 -73 -7.50241E-06 -73
1047 -74 -7.50403E-06 -74
1048 -75 -7.50564E-06 -75
1049 -76 -7.50801E-06 -76
1050 -77 -7.50859E-06 -77
1051 -78 -7.5098E-06 -78
1052 -79 -7.51143E-06 -79
1053 -80 -7.51289E-06 -80
1054 0 1.19765E-08 0
1055 -1 -4.58503E-07 -1
1056 -2 -8.97169E-07 -2
1057 -3 -1.31734E-06 -3
1058 -4 -1.7227E-06 -4
1059 -5 -2.10901E-06 -5
1060 -6 -2.47684E-06 -6
1061 -7 -2.82933E-06 -7
1062 -8 -3.1649E-06 -8
1063 -9 -3.48584E-06 -9
1064 -10 -3.78945E-06 -10
1065 -11 -4.0799E-06 -11
1066 -12 -4.35532E-06 -12
1067 -13 -4.61537E-06 -13
1068 -14 -4.86343E-06 -14
1069 -15 -5.09645E-06 -15
1070 -16 -5.31705E-06 -16
1071 -17 -5.52421E-06 -17
1072 -18 -5.71975E-06 -18
1073 -19 -5.9027E-06 -19
1074 -20 -6.07418E-06 -20
1075 -21 -6.23465E-06 -21
1076 -22 -6.38464E-06 -22
1077 -23 -6.52387E-06 -23
1078 -24 -6.65398E-06 -24
1079 -25 -6.7742E-06 -25
1080 -26 -6.88595E-06 -26
1081 -27 -6.98817E-06 -27
1082 -28 -7.08283E-06 -28
1083 -29 -7.16911E-06 -29
1084 -30 -7.24884E-06 -30
1085 -31 -7.3211E-06 -31
1086 -32 -7.38819E-06 -32
1087 -33 -7.448E-06 -33
1088 -34 -7.50289E-06 -34
1089 -35 -7.55305E-06 -35
1090 -36 -7.59941E-06 -36
1091 -37 -7.63943E-06 -37
1092 -38 -7.67645E-06 -38
1093 -39 -7.70997E-06 -39
1094 -40 -7.7399E-06 -40
1095 -41 -7.76668E-06 -41
1096 -42 -7.79144E-06 -42
1097 -43 -7.81357E-06 -43
1098 -44 -7.8328E-06 -44
1099 -45 -7.84949E-06 -45
1100 -46 -7.86647E-06 -46
1101 -47 -7.88296E-06 -47
1102 -48 -7.897E-06 -48
1103 -49 -7.90879E-06 -49
1104 -50 -7.92308E-06 -50
1105 -51 -7.93513E-06 -51
1106 -52 -7.94613E-06 -52
1107 -53 -7.9564E-06 -53
1108 -54 -7.96464E-06 -54
1109 -55 -7.97104E-06 -55
1110 -56 -7.97874E-06 -56
1111 -57 -7.9848E-06 -57
1112 -58 -7.99087E-06 -58
1113 -59 -7.99497E-06 -59
1114 -60 -7.99951E-06 -60
1115 -61 -8.00354E-06 -61
1116 -62 -8.00741E-06 -62
1117 -63 -8.01132E-06 -63
1118 -64 -8.01435E-06 -64
1119 -65 -8.01767E-06 -65
1120 -66 -8.02054E-06 -66
1121 -67 -8.02349E-06 -67
1122 -68 -8.02502E-06 -68
1123 -69 -8.02845E-06 -69
1124 -70 -8.03109E-06 -70
1125 -71 -8.03326E-06 -71
1126 -72 -8.03487E-06 -72
1127 -73 -8.03698E-06 -73
1128 -74 -8.0383E-06 -74
1129 -75 -8.03963E-06 -75
1130 -76 -8.04247E-06 -76
1131 -77 -8.04305E-06 -77
1132 -78 -8.0442E-06 -78
1133 -79 -8.04501E-06 -79
1134 -80 -8.04652E-06 -80
1135 0 1.35729E-08 0
1136 -1 -4.76819E-07 -1
1137 -2 -9.33834E-07 -2
1138 -3 -1.37201E-06 -3
1139 -4 -1.79572E-06 -4
1140 -5 -2.20026E-06 -5
1141 -6 -2.58561E-06 -6
1142 -7 -2.95566E-06 -7
1143 -8 -3.3083E-06 -8
1144 -9 -3.64632E-06 -9
1145 -10 -3.96721E-06 -10
1146 -11 -4.27427E-06 -11
1147 -12 -4.5663E-06 -12
1148 -13 -4.84275E-06 -13
1149 -14 -5.10572E-06 -14
1150 -15 -5.35424E-06 -15
1151 -16 -5.58987E-06 -16
1152 -17 -5.8116E-06 -17
1153 -18 -6.02125E-06 -18
1154 -19 -6.21837E-06 -19
1155 -20 -6.40388E-06 -20
1156 -21 -6.57682E-06 -21
1157 -22 -6.7385E-06 -22
1158 -23 -6.8889E-06 -23
1159 -24 -7.03083E-06 -24
1160 -25 -7.1611E-06 -25
1161 -26 -7.28389E-06 -26
1162 -27 -7.39605E-06 -27
1163 -28 -7.50107E-06 -28
1164 -29 -7.59673E-06 -29
1165 -30 -7.68495E-06 -30
1166 -31 -7.76577E-06 -31
1167 -32 -7.84017E-06 -32
1168 -33 -7.91684E-06 -33
1169 -34 -7.98406E-06 -34
1170 -35 -8.04502E-06 -35
1171 -36 -8.09924E-06 -36
1172 -37 -8.14782E-06 -37
1173 -38 -8.19152E-06 -38
1174 -39 -8.23018E-06 -39
1175 -40 -8.26427E-06 -40
1176 -41 -8.29498E-06 -41
1177 -42 -8.32452E-06 -42
1178 -43 -8.34878E-06 -43
1179 -44 -8.37068E-06 -44
1180 -45 -8.39166E-06 -45
1181 -46 -8.40998E-06 -46
1182 -47 -8.42669E-06 -47
1183 -48 -8.44188E-06 -48
1184 -49 -8.45369E-06 -49
1185 -50 -8.46532E-06 -50
1186 -51 -8.47559E-06 -51
1187 -52 -8.48505E-06 -52
1188 -53 -8.49323E-06 -53
1189 -54 -8.50123E-06 -54
1190 -55 -8.50797E-06 -55
1191 -56 -8.51472E-06 -56
1192 -57 -8.52047E-06 -57
1193 -58 -8.52551E-06 -58
1194 -59 -8.53012E-06 -59
1195 -60 -8.53396E-06 -60
1196 -61 -8.53656E-06 -61
1197 -62 -8.54113E-06 -62
1198 -63 -8.54305E-06 -63
1199 -64 -8.54744E-06 -64
1200 -65 -8.55048E-06 -65
1201 -66 -8.55292E-06 -66
1202 -67 -8.55414E-06 -67
1203 -68 -8.5568E-06 -68
1204 -69 -8.55931E-06 -69
1205 -70 -8.56185E-06 -70
1206 -71 -8.5628E-06 -71
1207 -72 -8.56507E-06 -72
1208 -73 -8.56757E-06 -73
1209 -74 -8.56866E-06 -74
1210 -75 -8.57044E-06 -75
1211 -76 -8.57224E-06 -76
1212 -77 -8.57441E-06 -77
1213 -78 -8.57472E-06 -78
1214 -79 -8.5763E-06 -79
1215 -80 -8.57703E-06 -80
1216 0 1.44537E-08 0
1217 -1 -4.94078E-07 -1
1218 -2 -9.68183E-07 -2
1219 -3 -1.42354E-06 -3
1220 -4 -1.86429E-06 -4
1221 -5 -2.28598E-06 -5
1222 -6 -2.6886E-06 -6
1223 -7 -3.07546E-06 -7
1224 -8 -3.44484E-06 -8
1225 -9 -3.79947E-06 -9
1226 -10 -4.13612E-06 -10
1227 -11 -4.45908E-06 -11
1228 -12 -4.76664E-06 -12
1229 -13 -5.05849E-06 -13
1230 -14 -5.33738E-06 -14
1231 -15 -5.60072E-06 -15
1232 -16 -5.85093E-06 -16
1233 -17 -6.0877E-06 -17
1234 -18 -6.31148E-06 -18
1235 -19 -6.52169E-06 -19
1236 -20 -6.7211E-06 -20
1237 -21 -6.9073E-06 -21
1238 -22 -7.08249E-06 -22
1239 -23 -7.24558E-06 -23
1240 -24 -7.39868E-06 -24
1241 -25 -7.54076E-06 -25
1242 -26 -7.67378E-06 -26
1243 -27 -7.79554E-06 -27
1244 -28 -7.91357E-06 -28
1245 -29 -8.02588E-06 -29
1246 -30 -8.12806E-06 -30
1247 -31 -8.22204E-06 -31
1248 -32 -8.30717E-06 -32
1249 -33 -8.38461E-06 -33
1250 -34 -8.45497E-06 -34
1251 -35 -8.51918E-06 -35
1252 -36 -8.57677E-06 -36
1253 -37 -8.63034E-06 -37
1254 -38 -8.67818E-06 -38
1255 -39 -8.72153E-06 -39
1256 -40 -8.7604E-06 -40
1257 -41 -8.79591E-06 -41
1258 -42 -8.82771E-06 -42
1259 -43 -8.8563E-06 -43
1260 -44 -8.88124E-06 -44
1261 -45 -8.90372E-06 -45
1262 -46 -8.92545E-06 -46
1263 -47 -8.94319E-06 -47
1264 -48 -8.96096E-06 -48
1265 -49 -8.97427E-06 -49
1266 -50 -8.98732E-06 -50
1267 -51 -8.99939E-06 -51
1268 -52 -9.01011E-06 -52
1269 -53 -9.02061E-06 -53
1270 -54 -9.02886E-06 -54
1271 -55 -9.03722E-06 -55
1272 -56 -9.04523E-06 -56
1273 -57 -9.05021E-06 -57
1274 -58 -9.05628E-06 -58
1275 -59 -9.06118E-06 -59
1276 -60 -9.06623E-06 -60
1277 -61 -9.06922E-06 -61
1278 -62 -9.07345E-06 -62
1279 -63 -9.07803E-06 -63
1280 -64 -9.08122E-06 -64
1281 -65 -9.0843E-06 -65
1282 -66 -9.08781E-06 -66
1283 -67 -9.0892E-06 -67
1284 -68 -9.09344E-06 -68
1285 -69 -9.09477E-06 -69
1286 -70 -9.09692E-06 -70
1287 -71 -9.10001E-06 -71
1288 -72 -9.10042E-06 -72
1289 -73 -9.10238E-06 -73
1290 -74 -9.10457E-06 -74
1291 -75 -9.10601E-06 -75
1292 -76 -9.10719E-06 -76
1293 -77 -9.10949E-06 -77
1294 -78 -9.1114E-06 -78
1295 -79 -9.11101E-06 -79
1296 -80 -9.11328E-06 -80
1297 0 1.51958E-08 0
1298 -1 -5.10821E-07 -1
1299 -2 -1.00271E-06 -2
1300 -3 -1.48254E-06 -3
1301 -4 -1.93823E-06 -4
1302 -5 -2.37751E-06 -5
1303 -6 -2.79744E-06 -6
1304 -7 -3.20184E-06 -7
1305 -8 -3.58797E-06 -8
1306 -9 -3.95955E-06 -9
1307 -10 -4.31344E-06 -10
1308 -11 -4.65229E-06 -11
1309 -12 -4.97577E-06 -12
1310 -13 -5.28391E-06 -13
1311 -14 -5.57806E-06 -14
1312 -15 -5.85679E-06 -15
1313 -16 -6.12204E-06 -16
1314 -17 -6.37276E-06 -17
1315 -18 -6.61128E-06 -18
1316 -19 -6.83583E-06 -19
1317 -20 -7.04759E-06 -20
1318 -21 -7.24681E-06 -21
1319 -22 -7.4345E-06 -22
1320 -23 -7.6095E-06 -23
1321 -24 -7.77641E-06 -24
1322 -25 -7.93812E-06 -25
1323 -26 -8.0874E-06 -26
1324 -27 -8.22419E-06 -27
1325 -28 -8.35101E-06 -28
1326 -29 -8.46808E-06 -29
1327 -30 -8.57632E-06 -30
1328 -31 -8.67527E-06 -31
1329 -32 -8.76752E-06 -32
1330 -33 -8.85196E-06 -33
1331 -34 -8.92829E-06 -34
1332 -35 -8.99885E-06 -35
1333 -36 -9.06365E-06 -36
1334 -37 -9.12271E-06 -37
1335 -38 -9.17583E-06 -38
1336 -39 -9.22278E-06 -39
1337 -40 -9.26654E-06 -40
1338 -41 -9.30666E-06 -41
1339 -42 -9.34373E-06 -42
1340 -43 -9.37512E-06 -43
1341 -44 -9.40389E-06 -44
1342 -45 -9.42942E-06 -45
1343 -46 -9.45324E-06 -46
1344 -47 -9.474E-06 -47
1345 -48 -9.49265E-06 -48
1346 -49 -9.50963E-06 -49
1347 -50 -9.52336E-06 -50
1348 -51 -9.53782E-06 -51
1349 -52 -9.55068E-06 -52
1350 -53 -9.56018E-06 -53
1351 -54 -9.57121E-06 -54
1352 -55 -9.58136E-06 -55
1353 -56 -9.58904E-06 -56
1354 -57 -9.59478E-06 -57
1355 -58 -9.60121E-06 -58
1356 -59 -9.60863E-06 -59
1357 -60 -9.61261E-06 -60
1358 -61 -9.61907E-06 -61
1359 -62 -9.62325E-06 -62
1360 -63 -9.6273E-06 -63
1361 -64 -9.63116E-06 -64
1362 -65 -9.63525E-06 -65
1363 -66 -9.63875E-06 -66
1364 -67 -9.64188E-06 -67
1365 -68 -9.64529E-06 -68
1366 -69 -9.6475E-06 -69
1367 -70 -9.6494E-06 -70
1368 -71 -9.65151E-06 -71
1369 -72 -9.65326E-06 -72
1370 -73 -9.6562E-06 -73
1371 -74 -9.65872E-06 -74
1372 -75 -9.66051E-06 -75
1373 -76 -9.66114E-06 -76
1374 -77 -9.66329E-06 -77
1375 -78 -9.66454E-06 -78
1376 -79 -9.66496E-06 -79
1377 -80 -9.66717E-06 -80
1378 0 1.58607E-08 0
1379 -1 -5.27658E-07 -1
1380 -2 -1.03657E-06 -2
1381 -3 -1.53339E-06 -3
1382 -4 -2.00609E-06 -4
1383 -5 -2.46241E-06 -5
1384 -6 -2.89925E-06 -6
1385 -7 -3.32034E-06 -7
1386 -8 -3.7235E-06 -8
1387 -9 -4.11162E-06 -9
1388 -10 -4.48122E-06 -10
1389 -11 -4.83654E-06 -11
1390 -12 -5.17652E-06 -12
1391 -13 -5.49969E-06 -13
1392 -14 -5.8091E-06 -14
1393 -15 -6.1026E-06 -15
1394 -16 -6.38359E-06 -16
1395 -17 -6.64898E-06 -17
1396 -18 -6.90257E-06 -18
1397 -19 -7.14052E-06 -19
1398 -20 -7.36729E-06 -20
1399 -21 -7.5797E-06 -21
1400 -22 -7.78056E-06 -22
1401 -23 -7.97691E-06 -23
1402 -24 -8.15876E-06 -24
1403 -25 -8.32719E-06 -25
1404 -26 -8.48489E-06 -26
1405 -27 -8.63187E-06 -27
1406 -28 -8.76875E-06 -28
1407 -29 -8.8953E-06 -29
1408 -30 -9.01362E-06 -30
1409 -31 -9.12232E-06 -31
1410 -32 -9.22181E-06 -32
1411 -33 -9.31332E-06 -33
1412 -34 -9.39889E-06 -34
1413 -35 -9.47696E-06 -35
1414 -36 -9.54856E-06 -36
1415 -37 -9.61356E-06 -37
1416 -38 -9.67387E-06 -38
1417 -39 -9.72664E-06 -39
1418 -40 -9.77682E-06 -40
1419 -41 -9.82158E-06 -41
1420 -42 -9.8652E-06 -42
1421 -43 -9.90002E-06 -43
1422 -44 -9.93323E-06 -44
1423 -45 -9.96284E-06 -45
1424 -46 -9.98924E-06 -46
1425 -47 -1.00134E-05 -47
1426 -48 -1.00318E-05 -48
1427 -49 -1.00485E-05 -49
1428 -50 -1.00627E-05 -50
1429 -51 -1.00762E-05 -51
1430 -52 -1.00874E-05 -52
1431 -53 -1.00991E-05 -53
1432 -54 -1.01102E-05 -54
1433 -55 -1.012E-05 -55
1434 -56 -1.01272E-05 -56
1435 -57 -1.01344E-05 -57
1436 -58 -1.01428E-05 -58
1437 -59 -1.01487E-05 -59
1438 -60 -1.01545E-05 -60
1439 -61 -1.01608E-05 -61
1440 -62 -1.01648E-05 -62
1441 -63 -1.01695E-05 -63
1442 -64 -1.01736E-05 -64
1443 -65 -1.01775E-05 -65
1444 -66 -1.0181E-05 -66
1445 -67 -1.01854E-05 -67
1446 -68 -1.01873E-05 -68
1447 -69 -1.01908E-05 -69
1448 -70 -1.01939E-05 -70
1449 -71 -1.01971E-05 -71
1450 -72 -1.02E-05 -72
1451 -73 -1.02015E-05 -73
1452 -74 -1.02046E-05 -74
1453 -75 -1.0206E-05 -75
1454 -76 -1.02073E-05 -76
1455 -77 -1.02093E-05 -77
1456 -78 -1.02128E-05 -78
1457 -79 -1.02143E-05 -79
1458 -80 -1.02173E-05 -80
1459 0 2.33673E-08 0
1460 -1 -5.43487E-07 -1
1461 -2 -1.06951E-06 -2
1462 -3 -1.58309E-06 -3
1463 -4 -2.07251E-06 -4
1464 -5 -2.54564E-06 -5
1465 -6 -2.99905E-06 -6
1466 -7 -3.4367E-06 -7
1467 -8 -3.85637E-06 -8
1468 -9 -4.25984E-06 -9
1469 -10 -4.64587E-06 -10
1470 -11 -5.01709E-06 -11
1471 -12 -5.37299E-06 -12
1472 -13 -5.71154E-06 -13
1473 -14 -6.03651E-06 -14
1474 -15 -6.3453E-06 -15
1475 -16 -6.64152E-06 -16
1476 -17 -6.92134E-06 -17
1477 -18 -7.18856E-06 -18
1478 -19 -7.44072E-06 -19
1479 -20 -7.68184E-06 -20
1480 -21 -7.90856E-06 -21
1481 -22 -8.12951E-06 -22
1482 -23 -8.33403E-06 -23
1483 -24 -8.52775E-06 -24
1484 -25 -8.70822E-06 -25
1485 -26 -8.87544E-06 -26
1486 -27 -9.03426E-06 -27
1487 -28 -9.18177E-06 -28
1488 -29 -9.3199E-06 -29
1489 -30 -9.44694E-06 -30
1490 -31 -9.56597E-06 -31
1491 -32 -9.67585E-06 -32
1492 -33 -9.77754E-06 -33
1493 -34 -9.87113E-06 -34
1494 -35 -9.95852E-06 -35
1495 -36 -1.00362E-05 -36
1496 -37 -1.01023E-05 -37
1497 -38 -1.01648E-05 -38
1498 -39 -1.02215E-05 -39
1499 -40 -1.02746E-05 -40
1500 -41 -1.0322E-05 -41
1501 -42 -1.03659E-05 -42
1502 -43 -1.04062E-05 -43
1503 -44 -1.04422E-05 -44
1504 -45 -1.0476E-05 -45
1505 -46 -1.05047E-05 -46
1506 -47 -1.05317E-05 -47
1507 -48 -1.05573E-05 -48
1508 -49 -1.05788E-05 -49
1509 -50 -1.05993E-05 -50
1510 -51 -1.06177E-05 -51
1511 -52 -1.06346E-05 -52
1512 -53 -1.06479E-05 -53
1513 -54 -1.06602E-05 -54
1514 -55 -1.06727E-05 -55
1515 -56 -1.06855E-05 -56
1516 -57 -1.0695E-05 -57
1517 -58 -1.07047E-05 -58
1518 -59 -1.07119E-05 -59
1519 -60 -1.07203E-05 -60
1520 -61 -1.07282E-05 -61
1521 -62 -1.07342E-05 -62
1522 -63 -1.07406E-05 -63
1523 -64 -1.07471E-05 -64
1524 -65 -1.07513E-05 -65
1525 -66 -1.07565E-05 -66
1526 -67 -1.07607E-05 -67
1527 -68 -1.0766E-05 -68
1528 -69 -1.07689E-05 -69
1529 -70 -1.07728E-05 -70
1530 -71 -1.0777E-05 -71
1531 -72 -1.07791E-05 -72
1532 -73 -1.07827E-05 -73
1533 -74 -1.07865E-05 -74
1534 -75 -1.07889E-05 -75
1535 -76 -1.07919E-05 -76
1536 -77 -1.07942E-05 -77
1537 -78 -1.0797E-05 -78
1538 -79 -1.07997E-05 -79
1539 -80 -1.08019E-05 -80
1540 0 2.45137E-08 0
1541 -1 -5.59896E-07 -1
1542 -2 -1.10229E-06 -2
1543 -3 -1.63284E-06 -3
1544 -4 -2.13913E-06 -4
1545 -5 -2.62878E-06 -5
1546 -6 -3.0989E-06 -6
1547 -7 -3.55325E-06 -7
1548 -8 -3.98918E-06 -8
1549 -9 -4.40939E-06 -9
1550 -10 -4.81131E-06 -10
1551 -11 -5.19932E-06 -11
1552 -12 -5.57095E-06 -12
1553 -13 -5.92571E-06 -13
1554 -14 -6.26659E-06 -14
1555 -15 -6.59126E-06 -15
1556 -16 -6.90174E-06 -16
1557 -17 -7.19823E-06 -17
1558 -18 -7.47978E-06 -18
1559 -19 -7.74684E-06 -19
1560 -20 -8.00749E-06 -20
1561 -21 -8.25141E-06 -21
1562 -22 -8.4814E-06 -22
1563 -23 -8.69869E-06 -23
1564 -24 -8.90369E-06 -24
1565 -25 -9.09511E-06 -25
1566 -26 -9.27747E-06 -26
1567 -27 -9.4457E-06 -27
1568 -28 -9.60605E-06 -28
1569 -29 -9.75315E-06 -29
1570 -30 -9.89283E-06 -30
1571 -31 -1.00198E-05 -31
1572 -32 -1.01322E-05 -32
1573 -33 -1.02387E-05 -33
1574 -34 -1.03365E-05 -34
1575 -35 -1.04291E-05 -35
1576 -36 -1.05137E-05 -36
1577 -37 -1.05927E-05 -37
1578 -38 -1.06648E-05 -38
1579 -39 -1.07307E-05 -39
1580 -40 -1.0791E-05 -40
1581 -41 -1.08473E-05 -41
1582 -42 -1.08993E-05 -42
1583 -43 -1.09447E-05 -43
1584 -44 -1.09869E-05 -44
1585 -45 -1.10259E-05 -45
1586 -46 -1.1061E-05 -46
1587 -47 -1.1093E-05 -47
1588 -48 -1.11215E-05 -48
1589 -49 -1.11473E-05 -49
1590 -50 -1.11719E-05 -50
1591 -51 -1.11921E-05 -51
1592 -52 -1.12121E-05 -52
