FET Vds-Id
VDS= 0 to -80 in -1 step
VG= 0 to -80 in -1 step
NO. VDS ID VG
 V A V
1 0 -9.067E-10 0
2 -1 -3.06086E-07 0
3 -2 -5.94023E-07 0
4 -3 -8.68693E-07 0
5 -4 -1.1294E-06 0
6 -5 -1.37715E-06 0
7 -6 -1.60851E-06 0
8 -7 -1.82805E-06 0
9 -8 -2.03483E-06 0
10 -9 -2.23121E-06 0
11 -10 -2.41599E-06 0
12 -11 -2.59115E-06 0
13 -12 -2.75629E-06 0
14 -13 -2.91124E-06 0
15 -14 -3.05729E-06 0
16 -15 -3.19445E-06 0
17 -16 -3.32323E-06 0
18 -17 -3.44322E-06 0
19 -18 -3.55552E-06 0
20 -19 -3.65986E-06 0
21 -20 -3.75736E-06 0
22 -21 -3.84708E-06 0
23 -22 -3.93034E-06 0
24 -23 -4.00756E-06 0
25 -24 -4.07917E-06 0
26 -25 -4.14454E-06 0
27 -26 -4.20432E-06 0
28 -27 -4.25973E-06 0
29 -28 -4.31006E-06 0
30 -29 -4.35625E-06 0
31 -30 -4.39801E-06 0
32 -31 -4.43623E-06 0
33 -32 -4.47049E-06 0
34 -33 -4.50272E-06 0
35 -34 -4.53191E-06 0
36 -35 -4.55803E-06 0
37 -36 -4.58129E-06 0
38 -37 -4.60288E-06 0
39 -38 -4.62277E-06 0
40 -39 -4.6408E-06 0
41 -40 -4.65733E-06 0
42 -41 -4.67254E-06 0
43 -42 -4.68647E-06 0
44 -43 -4.69976E-06 0
45 -44 -4.71168E-06 0
46 -45 -4.72285E-06 0
47 -46 -4.73347E-06 0
48 -47 -4.74325E-06 0
49 -48 -4.75253E-06 0
50 -49 -4.76164E-06 0
51 -50 -4.76921E-06 0
52 -51 -4.77767E-06 0
53 -52 -4.78478E-06 0
54 -53 -4.79172E-06 0
55 -54 -4.79833E-06 0
56 -55 -4.80485E-06 0
57 -56 -4.81155E-06 0
58 -57 -4.81768E-06 0
59 -58 -4.82369E-06 0
60 -59 -4.82975E-06 0
61 -60 -4.83546E-06 0
62 -61 -4.84076E-06 0
63 -62 -4.8462E-06 0
64 -63 -4.85153E-06 0
65 -64 -4.85595E-06 0
66 -65 -4.86071E-06 0
67 -66 -4.86574E-06 0
68 -67 -4.87022E-06 0
69 -68 -4.87513E-06 0
70 -69 -4.87893E-06 0
71 -70 -4.88311E-06 0
72 -71 -4.88803E-06 0
73 -72 -4.89219E-06 0
74 -73 -4.89628E-06 0
75 -74 -4.9008E-06 0
76 -75 -4.90396E-06 0
77 -76 -4.90824E-06 0
78 -77 -4.91228E-06 0
79 -78 -4.91559E-06 0
80 -79 -4.91944E-06 0
81 -80 -4.9229E-06 0
82 0 4.5209E-09 -1
83 -1 -3.43919E-07 -1
84 -2 -6.64955E-07 -1
85 -3 -9.6843E-07 -1
86 -4 -1.25543E-06 -1
87 -5 -1.53109E-06 -1
88 -6 -1.78828E-06 -1
89 -7 -2.03233E-06 -1
90 -8 -2.26257E-06 -1
91 -9 -2.48087E-06 -1
92 -10 -2.68591E-06 -1
93 -11 -2.88016E-06 -1
94 -12 -3.06397E-06 -1
95 -13 -3.23595E-06 -1
96 -14 -3.3984E-06 -1
97 -15 -3.55074E-06 -1
98 -16 -3.69374E-06 -1
99 -17 -3.82725E-06 -1
100 -18 -3.95221E-06 -1
101 -19 -4.06805E-06 -1
102 -20 -4.17617E-06 -1
103 -21 -4.27648E-06 -1
104 -22 -4.36918E-06 -1
105 -23 -4.4547E-06 -1
106 -24 -4.53364E-06 -1
107 -25 -4.60583E-06 -1
108 -26 -4.67242E-06 -1
109 -27 -4.73309E-06 -1
110 -28 -4.78852E-06 -1
111 -29 -4.83814E-06 -1
112 -30 -4.88436E-06 -1
113 -31 -4.92562E-06 -1
114 -32 -4.96328E-06 -1
115 -33 -4.99715E-06 -1
116 -34 -5.02761E-06 -1
117 -35 -5.05493E-06 -1
118 -36 -5.07989E-06 -1
119 -37 -5.10237E-06 -1
120 -38 -5.12234E-06 -1
121 -39 -5.14033E-06 -1
122 -40 -5.15686E-06 -1
123 -41 -5.17175E-06 -1
124 -42 -5.18502E-06 -1
125 -43 -5.19724E-06 -1
126 -44 -5.20869E-06 -1
127 -45 -5.21828E-06 -1
128 -46 -5.22821E-06 -1
129 -47 -5.23709E-06 -1
130 -48 -5.24417E-06 -1
131 -49 -5.25201E-06 -1
132 -50 -5.25877E-06 -1
133 -51 -5.2651E-06 -1
134 -52 -5.27184E-06 -1
135 -53 -5.27709E-06 -1
136 -54 -5.28351E-06 -1
137 -55 -5.2878E-06 -1
138 -56 -5.29299E-06 -1
139 -57 -5.29827E-06 -1
140 -58 -5.30279E-06 -1
141 -59 -5.30717E-06 -1
142 -60 -5.31091E-06 -1
143 -61 -5.31467E-06 -1
144 -62 -5.32015E-06 -1
145 -63 -5.32377E-06 -1
146 -64 -5.32757E-06 -1
147 -65 -5.33115E-06 -1
148 -66 -5.33447E-06 -1
149 -67 -5.33802E-06 -1
150 -68 -5.34139E-06 -1
151 -69 -5.34628E-06 -1
152 -70 -5.34929E-06 -1
153 -71 -5.35226E-06 -1
154 -72 -5.35531E-06 -1
155 -73 -5.3579E-06 -1
156 -74 -5.3612E-06 -1
157 -75 -5.36353E-06 -1
158 -76 -5.3653E-06 -1
159 -77 -5.3712E-06 -1
160 -78 -5.37112E-06 -1
161 -79 -5.37499E-06 -1
162 -80 -5.37737E-06 -1
163 0 5.1352E-09 -2
164 -1 -3.63509E-07 -2
165 -2 -7.03348E-07 -2
166 -3 -1.0265E-06 -2
167 -4 -1.3361E-06 -2
168 -5 -1.62761E-06 -2
169 -6 -1.90198E-06 -2
170 -7 -2.16319E-06 -2
171 -8 -2.40998E-06 -2
172 -9 -2.64442E-06 -2
173 -10 -2.86539E-06 -2
174 -11 -3.07537E-06 -2
175 -12 -3.27322E-06 -2
176 -13 -3.45929E-06 -2
177 -14 -3.63533E-06 -2
178 -15 -3.80054E-06 -2
179 -16 -3.95654E-06 -2
180 -17 -4.10176E-06 -2
181 -18 -4.23782E-06 -2
182 -19 -4.36511E-06 -2
183 -20 -4.48359E-06 -2
184 -21 -4.594E-06 -2
185 -22 -4.69624E-06 -2
186 -23 -4.79053E-06 -2
187 -24 -4.87834E-06 -2
188 -25 -4.95843E-06 -2
189 -26 -5.03252E-06 -2
190 -27 -5.1E-06 -2
191 -28 -5.16177E-06 -2
192 -29 -5.21815E-06 -2
193 -30 -5.2697E-06 -2
194 -31 -5.31564E-06 -2
195 -32 -5.35768E-06 -2
196 -33 -5.39548E-06 -2
197 -34 -5.43025E-06 -2
198 -35 -5.46148E-06 -2
199 -36 -5.48898E-06 -2
200 -37 -5.5144E-06 -2
201 -38 -5.53652E-06 -2
202 -39 -5.55705E-06 -2
203 -40 -5.5746E-06 -2
204 -41 -5.59152E-06 -2
205 -42 -5.60641E-06 -2
206 -43 -5.61924E-06 -2
207 -44 -5.63198E-06 -2
208 -45 -5.64372E-06 -2
209 -46 -5.65396E-06 -2
210 -47 -5.6627E-06 -2
211 -48 -5.6715E-06 -2
212 -49 -5.67911E-06 -2
213 -50 -5.68642E-06 -2
214 -51 -5.6933E-06 -2
215 -52 -5.69986E-06 -2
216 -53 -5.70572E-06 -2
217 -54 -5.71088E-06 -2
218 -55 -5.71619E-06 -2
219 -56 -5.72089E-06 -2
220 -57 -5.72539E-06 -2
221 -58 -5.73075E-06 -2
222 -59 -5.73492E-06 -2
223 -60 -5.73893E-06 -2
224 -61 -5.74291E-06 -2
225 -62 -5.74713E-06 -2
226 -63 -5.75011E-06 -2
227 -64 -5.75405E-06 -2
228 -65 -5.75766E-06 -2
229 -66 -5.76095E-06 -2
230 -67 -5.76448E-06 -2
