FET Vds-Id
VDS= 0 to -80 in -1 step
VG= 0 to -80 in -1 step
NO. VDS ID VS
 V A V
852 -41 -1.08419E-05 0
853 -42 -1.08961E-05 0
854 -43 -1.09458E-05 0
855 -44 -1.099E-05 0
856 -45 -1.10323E-05 0
857 -46 -1.10708E-05 0
858 -47 -1.11062E-05 0
859 -48 -1.11385E-05 0
860 -49 -1.1167E-05 0
861 -50 -1.11948E-05 0
862 -51 -1.1219E-05 0
863 -52 -1.12421E-05 0
864 -53 -1.12623E-05 0
865 -54 -1.12823E-05 0
866 -55 -1.13004E-05 0
867 -56 -1.13172E-05 0
868 -57 -1.13321E-05 0
869 -58 -1.13473E-05 0
870 -59 -1.136E-05 0
871 -60 -1.13732E-05 0
872 -61 -1.13838E-05 0
873 -62 -1.13958E-05 0
874 -63 -1.14057E-05 0
875 -64 -1.1416E-05 0
876 -65 -1.14246E-05 0
877 -66 -1.14352E-05 0
878 -67 -1.14421E-05 0
879 -68 -1.14511E-05 0
880 -69 -1.14589E-05 0
881 -70 -1.14666E-05 0
882 -71 -1.1474E-05 0
883 -72 -1.14806E-05 0
884 -73 -1.1487E-05 0
885 -74 -1.14941E-05 0
886 -75 -1.15006E-05 0
887 -76 -1.15061E-05 0
888 -77 -1.1512E-05 0
889 -78 -1.15181E-05 0
890 -79 -1.15241E-05 0
891 -80 -1.15302E-05 0
892 0 6.1714E-09 0
893 -1 -5.85752E-07 0
894 -2 -1.14045E-06 0
895 -3 -1.68296E-06 0
896 -4 -2.19752E-06 0
897 -5 -2.69465E-06 0
898 -6 -3.17085E-06 0
899 -7 -3.6315E-06 0
900 -8 -4.07313E-06 0
901 -9 -4.49987E-06 0
902 -10 -4.90911E-06 0
903 -11 -5.30432E-06 0
904 -12 -5.68329E-06 0
905 -13 -6.04579E-06 0
906 -14 -6.39547E-06 0
907 -15 -6.73008E-06 0
908 -16 -7.05083E-06 0
909 -17 -7.35738E-06 0
910 -18 -7.65037E-06 0
911 -19 -7.92898E-06 0
912 -20 -8.20554E-06 0
913 -21 -8.4657E-06 0
914 -22 -8.71233E-06 0
915 -23 -8.94447E-06 0
916 -24 -9.16563E-06 0
917 -25 -9.37346E-06 0
918 -26 -9.57058E-06 0
919 -27 -9.75669E-06 0
920 -28 -9.93024E-06 0
921 -29 -1.00915E-05 0
922 -30 -1.02337E-05 0
923 -31 -1.03694E-05 0
924 -32 -1.04962E-05 0
925 -33 -1.06173E-05 0
926 -34 -1.07282E-05 0
927 -35 -1.08325E-05 0
928 -36 -1.0929E-05 0
929 -37 -1.10189E-05 0
930 -38 -1.11022E-05 0
931 -39 -1.11779E-05 0
932 -40 -1.12502E-05 0
933 -41 -1.13156E-05 0
934 -42 -1.13758E-05 0
935 -43 -1.14303E-05 0
936 -44 -1.14808E-05 0
937 -45 -1.15279E-05 0
938 -46 -1.15708E-05 0
939 -47 -1.16095E-05 0
940 -48 -1.16448E-05 0
941 -49 -1.1678E-05 0
942 -50 -1.17071E-05 0
943 -51 -1.17355E-05 0
944 -52 -1.17616E-05 0
945 -53 -1.17852E-05 0
946 -54 -1.18077E-05 0
947 -55 -1.18261E-05 0
948 -56 -1.18458E-05 0
949 -57 -1.18621E-05 0
950 -58 -1.18773E-05 0
951 -59 -1.18927E-05 0
952 -60 -1.19066E-05 0
953 -61 -1.19195E-05 0
954 -62 -1.19312E-05 0
955 -63 -1.1944E-05 0
956 -64 -1.19554E-05 0
957 -65 -1.19664E-05 0
958 -66 -1.1976E-05 0
959 -67 -1.19852E-05 0
960 -68 -1.19946E-05 0
961 -69 -1.20035E-05 0
962 -70 -1.20127E-05 0
963 -71 -1.20206E-05 0
964 -72 -1.20268E-05 0
965 -73 -1.20353E-05 0
966 -74 -1.20421E-05 0
967 -75 -1.2049E-05 0
968 -76 -1.20553E-05 0
969 -77 -1.20622E-05 0
970 -78 -1.20687E-05 0
971 -79 -1.20744E-05 0
972 -80 -1.20801E-05 0
973 0 6.8878E-09 0
974 -1 -6.02479E-07 0
975 -2 -1.17311E-06 0
976 -3 -1.73211E-06 0
977 -4 -2.26242E-06 0
978 -5 -2.77505E-06 0
979 -6 -3.26719E-06 0
980 -7 -3.74335E-06 0
981 -8 -4.20074E-06 0
982 -9 -4.64255E-06 0
983 -10 -5.06644E-06 0
984 -11 -5.47721E-06 0
985 -12 -5.87161E-06 0
986 -13 -6.24835E-06 0
987 -14 -6.61264E-06 0
988 -15 -6.9603E-06 0
989 -16 -7.29543E-06 0
990 -17 -7.61447E-06 0
991 -18 -7.92273E-06 0
992 -19 -8.22353E-06 0
993 -20 -8.50929E-06 0
994 -21 -8.78005E-06 0
995 -22 -9.0382E-06 0
996 -23 -9.2821E-06 0
997 -24 -9.51373E-06 0
998 -25 -9.73285E-06 0
999 -26 -9.94196E-06 0
1000 -27 -1.01372E-05 0
1001 -28 -1.03094E-05 0
1002 -29 -1.04758E-05 0
1003 -30 -1.06328E-05 0
1004 -31 -1.07799E-05 0
1005 -32 -1.09178E-05 0
1006 -33 -1.10483E-05 0
1007 -34 -1.11699E-05 0
1008 -35 -1.12814E-05 0
1009 -36 -1.13869E-05 0
1010 -37 -1.14838E-05 0
1011 -38 -1.15755E-05 0
1012 -39 -1.1659E-05 0
1013 -40 -1.17361E-05 0
1014 -41 -1.18064E-05 0
1015 -42 -1.1872E-05 0
1016 -43 -1.19335E-05 0
1017 -44 -1.19882E-05 0
1018 -45 -1.20391E-05 0
1019 -46 -1.20864E-05 0
1020 -47 -1.21297E-05 0
1021 -48 -1.21686E-05 0
1022 -49 -1.22063E-05 0
1023 -50 -1.22397E-05 0
1024 -51 -1.22715E-05 0
1025 -52 -1.22982E-05 0
1026 -53 -1.23243E-05 0
1027 -54 -1.23492E-05 0
1028 -55 -1.23711E-05 0
1029 -56 -1.23905E-05 0
1030 -57 -1.24089E-05 0
1031 -58 -1.24278E-05 0
1032 -59 -1.2444E-05 0
1033 -60 -1.24589E-05 0
1034 -61 -1.24736E-05 0
1035 -62 -1.24877E-05 0
1036 -63 -1.24997E-05 0
1037 -64 -1.25107E-05 0
1038 -65 -1.25232E-05 0
1039 -66 -1.25339E-05 0
1040 -67 -1.25435E-05 0
1041 -68 -1.25533E-05 0
1042 -69 -1.25627E-05 0
1043 -70 -1.25728E-05 0
1044 -71 -1.25824E-05 0
1045 -72 -1.25899E-05 0
1046 -73 -1.25989E-05 0
1047 -74 -1.26066E-05 0
1048 -75 -1.26141E-05 0
1049 -76 -1.26218E-05 0
1050 -77 -1.26282E-05 0
1051 -78 -1.2634E-05 0
1052 -79 -1.26415E-05 0
1053 -80 -1.26499E-05 0
1054 0 4.9149E-09 0
1055 -1 -6.18033E-07 0
1056 -2 -1.20457E-06 0
1057 -3 -1.77918E-06 0
1058 -4 -2.3251E-06 0
1059 -5 -2.85355E-06 0
1060 -6 -3.36121E-06 0
1061 -7 -3.85278E-06 0
1062 -8 -4.3256E-06 0
1063 -9 -4.78319E-06 0
1064 -10 -5.22196E-06 0
1065 -11 -5.64713E-06 0
1066 -12 -6.05609E-06 0
1067 -13 -6.4478E-06 0
1068 -14 -6.82634E-06 0
1069 -15 -7.18833E-06 0
1070 -16 -7.53807E-06 0
1071 -17 -7.8718E-06 0
1072 -18 -8.19985E-06 0
1073 -19 -8.51066E-06 0
1074 -20 -8.8085E-06 0
1075 -21 -9.09052E-06 0
1076 -22 -9.36049E-06 0
1077 -23 -9.61649E-06 0
1078 -24 -9.85995E-06 0
1079 -25 -1.00884E-05 0
1080 -26 -1.02971E-05 0
1081 -27 -1.04959E-05 0
1082 -28 -1.06851E-05 0
1083 -29 -1.08621E-05 0
1084 -30 -1.10305E-05 0
1085 -31 -1.11896E-05 0
1086 -32 -1.13384E-05 0
1087 -33 -1.14783E-05 0
1088 -34 -1.16089E-05 0
1089 -35 -1.17319E-05 0
1090 -36 -1.18462E-05 0
1091 -37 -1.19519E-05 0
1092 -38 -1.20486E-05 0
1093 -39 -1.21394E-05 0
1094 -40 -1.22255E-05 0
1095 -41 -1.2302E-05 0
1096 -42 -1.23732E-05 0
1097 -43 -1.24398E-05 0
1098 -44 -1.25007E-05 0
1099 -45 -1.2558E-05 0
1100 -46 -1.26086E-05 0
1101 -47 -1.26573E-05 0
1102 -48 -1.26994E-05 0
1103 -49 -1.2739E-05 0
1104 -50 -1.27767E-05 0
1105 -51 -1.28106E-05 0
1106 -52 -1.28413E-05 0
1107 -53 -1.28702E-05 0
1108 -54 -1.28958E-05 0
1109 -55 -1.29201E-05 0
1110 -56 -1.2944E-05 0
1111 -57 -1.2964E-05 0
1112 -58 -1.29827E-05 0
1113 -59 -1.30012E-05 0
1114 -60 -1.30178E-05 0
1115 -61 -1.30325E-05 0
1116 -62 -1.3047E-05 0
1117 -63 -1.30603E-05 0
1118 -64 -1.30739E-05 0
1119 -65 -1.30867E-05 0
1120 -66 -1.30978E-05 0
1121 -67 -1.3109E-05 0
1122 -68 -1.31207E-05 0
1123 -69 -1.31307E-05 0
1124 -70 -1.31409E-05 0
1125 -71 -1.315E-05 0
1126 -72 -1.31591E-05 0
1127 -73 -1.31682E-05 0
1128 -74 -1.31767E-05 0
1129 -75 -1.3185E-05 0
1130 -76 -1.31926E-05 0
1131 -77 -1.31999E-05 0
1132 -78 -1.32087E-05 0
1133 -79 -1.32169E-05 0
1134 -80 -1.32228E-05 0
1135 0 5.6833E-09 0
1136 -1 -6.34698E-07 0
1137 -2 -1.23728E-06 0
1138 -3 -1.82842E-06 0
1139 -4 -2.39029E-06 0
1140 -5 -2.93477E-06 0
1141 -6 -3.45815E-06 0
1142 -7 -3.96553E-06 0
1143 -8 -4.45383E-06 0
1144 -9 -4.92675E-06 0
1145 -10 -5.38128E-06 0
1146 -11 -5.82092E-06 0
1147 -12 -6.24419E-06 0
1148 -13 -6.65129E-06 0
1149 -14 -7.04449E-06 0
1150 -15 -7.42016E-06 0
1151 -16 -7.78329E-06 0
1152 -17 -8.13743E-06 0
1153 -18 -8.47701E-06 0
1154 -19 -8.80005E-06 0
1155 -20 -9.10851E-06 0
1156 -21 -9.4042E-06 0
1157 -22 -9.68703E-06 0
1158 -23 -9.9558E-06 0
1159 -24 -1.02123E-05 0
1160 -25 -1.04444E-05 0
1161 -26 -1.06677E-05 0
1162 -27 -1.08789E-05 0
1163 -28 -1.10795E-05 0
1164 -29 -1.12665E-05 0
1165 -30 -1.14466E-05 0
1166 -31 -1.16147E-05 0
1167 -32 -1.17735E-05 0
1168 -33 -1.19222E-05 0
1169 -34 -1.20613E-05 0
1170 -35 -1.21926E-05 0
1171 -36 -1.2316E-05 0
1172 -37 -1.24298E-05 0
1173 -38 -1.25352E-05 0
1174 -39 -1.26354E-05 0
1175 -40 -1.27264E-05 0
1176 -41 -1.28105E-05 0
1177 -42 -1.28873E-05 0
1178 -43 -1.29606E-05 0
1179 -44 -1.30261E-05 0
1180 -45 -1.30869E-05 0
1181 -46 -1.31442E-05 0
1182 -47 -1.31963E-05 0
1183 -48 -1.32439E-05 0
1184 -49 -1.32878E-05 0
1185 -50 -1.33275E-05 0
1186 -51 -1.33645E-05 0
1187 -52 -1.33998E-05 0
1188 -53 -1.34298E-05 0
1189 -54 -1.34597E-05 0
1190 -55 -1.34864E-05 0
1191 -56 -1.35117E-05 0
1192 -57 -1.35346E-05 0
1193 -58 -1.3557E-05 0
1194 -59 -1.35771E-05 0
1195 -60 -1.3594E-05 0
1196 -61 -1.36113E-05 0
1197 -62 -1.36268E-05 0
1198 -63 -1.36425E-05 0
1199 -64 -1.36573E-05 0
1200 -65 -1.36712E-05 0
1201 -66 -1.36837E-05 0
1202 -67 -1.36957E-05 0
1203 -68 -1.37079E-05 0
1204 -69 -1.37191E-05 0
1205 -70 -1.37289E-05 0
1206 -71 -1.37394E-05 0
1207 -72 -1.37493E-05 0
1208 -73 -1.3758E-05 0
1209 -74 -1.37669E-05 0
1210 -75 -1.37744E-05 0
1211 -76 -1.37837E-05 0
1212 -77 -1.37926E-05 0
1213 -78 -1.37994E-05 0
1214 -79 -1.3809E-05 0
1215 -80 -1.38156E-05 0
1216 0 6.0321E-09 0
1217 -1 -6.51135E-07 0
1218 -2 -1.26991E-06 0
1219 -3 -1.87698E-06 0
1220 -4 -2.45558E-06 0
1221 -5 -3.01636E-06 0
1222 -6 -3.55564E-06 0
1223 -7 -4.07928E-06 0
1224 -8 -4.58322E-06 0
1225 -9 -5.07166E-06 0
1226 -10 -5.5412E-06 0
1227 -11 -5.99643E-06 0
1228 -12 -6.4349E-06 0
1229 -13 -6.85702E-06 0
1230 -14 -7.26465E-06 0
1231 -15 -7.65591E-06 0
1232 -16 -8.03822E-06 0
1233 -17 -8.403E-06 0
1234 -18 -8.7557E-06 0
1235 -19 -9.09206E-06 0
1236 -20 -9.41358E-06 0
1237 -21 -9.7217E-06 0
1238 -22 -1.0016E-05 0
1239 -23 -1.02891E-05 0
1240 -24 -1.05492E-05 0
1241 -25 -1.07974E-05 0
1242 -26 -1.10352E-05 0
1243 -27 -1.12596E-05 0
1244 -28 -1.14728E-05 0
1245 -29 -1.16739E-05 0
1246 -30 -1.18647E-05 0
1247 -31 -1.2044E-05 0
1248 -32 -1.22138E-05 0
1249 -33 -1.23734E-05 0
1250 -34 -1.25231E-05 0
1251 -35 -1.26638E-05 0
1252 -36 -1.27944E-05 0
1253 -37 -1.29168E-05 0
1254 -38 -1.30296E-05 0
1255 -39 -1.31357E-05 0
1256 -40 -1.32345E-05 0
1257 -41 -1.33252E-05 0
1258 -42 -1.34097E-05 0
1259 -43 -1.34878E-05 0
1260 -44 -1.35612E-05 0
1261 -45 -1.36261E-05 0
1262 -46 -1.36886E-05 0
1263 -47 -1.37455E-05 0
1264 -48 -1.3798E-05 0
1265 -49 -1.38446E-05 0
1266 -50 -1.38882E-05 0
1267 -51 -1.39294E-05 0
1268 -52 -1.39675E-05 0
1269 -53 -1.40007E-05 0
1270 -54 -1.40306E-05 0
1271 -55 -1.40598E-05 0
1272 -56 -1.40873E-05 0
1273 -57 -1.41126E-05 0
1274 -58 -1.41369E-05 0
1275 -59 -1.41587E-05 0
1276 -60 -1.41788E-05 0
1277 -61 -1.41973E-05 0
1278 -62 -1.42145E-05 0
1279 -63 -1.42313E-05 0
1280 -64 -1.42458E-05 0
1281 -65 -1.42616E-05 0
1282 -66 -1.42744E-05 0
1283 -67 -1.42886E-05 0
1284 -68 -1.43021E-05 0
1285 -69 -1.43136E-05 0
1286 -70 -1.43253E-05 0
1287 -71 -1.43354E-05 0
1288 -72 -1.43456E-05 0
1289 -73 -1.43554E-05 0
1290 -74 -1.43644E-05 0
1291 -75 -1.4374E-05 0
1292 -76 -1.43837E-05 0
1293 -77 -1.4392E-05 0
1294 -78 -1.44E-05 0
1295 -79 -1.4409E-05 0
1296 -80 -1.44162E-05 0
1297 0 4.1672E-09 0
1298 -1 -6.66757E-07 0
1299 -2 -1.30154E-06 0
1300 -3 -1.9244E-06 0
1301 -4 -2.51874E-06 0
1302 -5 -3.09544E-06 0
1303 -6 -3.65091E-06 0
1304 -7 -4.18949E-06 0
1305 -8 -4.70985E-06 0
1306 -9 -5.21374E-06 0
1307 -10 -5.69878E-06 0
1308 -11 -6.1694E-06 0
1309 -12 -6.62342E-06 0
1310 -13 -7.06049E-06 0
1311 -14 -7.48249E-06 0
1312 -15 -7.888E-06 0
1313 -16 -8.28526E-06 0
1314 -17 -8.66583E-06 0
1315 -18 -9.03056E-06 0
1316 -19 -9.3793E-06 0
1317 -20 -9.71597E-06 0
1318 -21 -1.00354E-05 0
1319 -22 -1.03363E-05 0
1320 -23 -1.06234E-05 0
1321 -24 -1.08987E-05 0
1322 -25 -1.11588E-05 0
1323 -26 -1.14094E-05 0
1324 -27 -1.16468E-05 0
1325 -28 -1.18721E-05 0
1326 -29 -1.20852E-05 0
1327 -30 -1.22883E-05 0
1328 -31 -1.24777E-05 0
1329 -32 -1.26577E-05 0
1330 -33 -1.28278E-05 0
1331 -34 -1.29848E-05 0
1332 -35 -1.31339E-05 0
1333 -36 -1.3275E-05 0
1334 -37 -1.34062E-05 0
1335 -38 -1.35288E-05 0
1336 -39 -1.36434E-05 0
1337 -40 -1.37494E-05 0
1338 -41 -1.38488E-05 0
1339 -42 -1.39385E-05 0
1340 -43 -1.4022E-05 0
1341 -44 -1.41007E-05 0
1342 -45 -1.4172E-05 0
1343 -46 -1.42373E-05 0
1344 -47 -1.42995E-05 0
1345 -48 -1.43576E-05 0
1346 -49 -1.44086E-05 0
1347 -50 -1.44566E-05 0
1348 -51 -1.45009E-05 0
1349 -52 -1.45428E-05 0
1350 -53 -1.45799E-05 0
1351 -54 -1.46144E-05 0
1352 -55 -1.46454E-05 0
1353 -56 -1.46743E-05 0
1354 -57 -1.47013E-05 0
1355 -58 -1.47278E-05 0
1356 -59 -1.47505E-05 0
1357 -60 -1.47728E-05 0
1358 -61 -1.47935E-05 0
1359 -62 -1.48138E-05 0
1360 -63 -1.48301E-05 0
1361 -64 -1.48461E-05 0
1362 -65 -1.4862E-05 0
1363 -66 -1.48773E-05 0
1364 -67 -1.4892E-05 0
1365 -68 -1.49051E-05 0
1366 -69 -1.49185E-05 0
1367 -70 -1.49324E-05 0
1368 -71 -1.49432E-05 0
1369 -72 -1.49566E-05 0
1370 -73 -1.4967E-05 0
1371 -74 -1.49768E-05 0
1372 -75 -1.49871E-05 0
1373 -76 -1.49958E-05 0
1374 -77 -1.50043E-05 0
1375 -78 -1.50124E-05 0
1376 -79 -1.50233E-05 0
1377 -80 -1.50321E-05 0
1378 0 6.1244E-09 0
1379 -1 -6.84196E-07 0
1380 -2 -1.33533E-06 0
1381 -3 -1.97551E-06 0
1382 -4 -2.58626E-06 0
1383 -5 -3.17969E-06 0
1384 -6 -3.75108E-06 0
1385 -7 -4.30669E-06 0
1386 -8 -4.84239E-06 0
1387 -9 -5.36278E-06 0
1388 -10 -5.86333E-06 0
1389 -11 -6.3486E-06 0
1390 -12 -6.81839E-06 0
1391 -13 -7.27017E-06 0
1392 -14 -7.70765E-06 0
1393 -15 -8.13139E-06 0
1394 -16 -8.54036E-06 0
1395 -17 -8.93311E-06 0
1396 -18 -9.31162E-06 0
1397 -19 -9.67572E-06 0
1398 -20 -1.00244E-05 0
1399 -21 -1.03516E-05 0
1400 -22 -1.06665E-05 0
1401 -23 -1.09676E-05 0
1402 -24 -1.12562E-05 0
1403 -25 -1.15309E-05 0
1404 -26 -1.17941E-05 0
1405 -27 -1.20453E-05 0
1406 -28 -1.22827E-05 0
1407 -29 -1.25075E-05 0
1408 -30 -1.27221E-05 0
1409 -31 -1.29224E-05 0
1410 -32 -1.3113E-05 0
1411 -33 -1.32929E-05 0
1412 -34 -1.34614E-05 0
1413 -35 -1.362E-05 0
1414 -36 -1.3769E-05 0
1415 -37 -1.39095E-05 0
1416 -38 -1.40384E-05 0
1417 -39 -1.41612E-05 0
1418 -40 -1.42751E-05 0
1419 -41 -1.438E-05 0
1420 -42 -1.4478E-05 0
1421 -43 -1.45689E-05 0
1422 -44 -1.46539E-05 0
1423 -45 -1.47316E-05 0
1424 -46 -1.48033E-05 0
1425 -47 -1.48695E-05 0
1426 -48 -1.49315E-05 0
1427 -49 -1.49876E-05 0
1428 -50 -1.50386E-05 0
1429 -51 -1.50867E-05 0
1430 -52 -1.51306E-05 0
1431 -53 -1.51731E-05 0
1432 -54 -1.52099E-05 0
1433 -55 -1.52435E-05 0
1434 -56 -1.52765E-05 0
1435 -57 -1.53044E-05 0
1436 -58 -1.53328E-05 0
1437 -59 -1.53584E-05 0
1438 -60 -1.53827E-05 0
1439 -61 -1.54054E-05 0
1440 -62 -1.54262E-05 0
1441 -63 -1.54455E-05 0
1442 -64 -1.54629E-05 0
1443 -65 -1.54788E-05 0
1444 -66 -1.54962E-05 0
1445 -67 -1.55105E-05 0
1446 -68 -1.55257E-05 0
1447 -69 -1.55399E-05 0
1448 -70 -1.55542E-05 0
1449 -71 -1.5566E-05 0
1450 -72 -1.5577E-05 0
1451 -73 -1.55893E-05 0
1452 -74 -1.55985E-05 0
1453 -75 -1.56109E-05 0
1454 -76 -1.56215E-05 0
1455 -77 -1.56314E-05 0
1456 -78 -1.56392E-05 0
1457 -79 -1.56489E-05 0
1458 -80 -1.56584E-05 0
1459 0 6.0272E-09 0
1460 -1 -7.00545E-07 0
1461 -2 -1.3685E-06 0
1462 -3 -2.0251E-06 0
1463 -4 -2.6518E-06 0
1464 -5 -3.26128E-06 0
1465 -6 -3.84925E-06 0
1466 -7 -4.42095E-06 0
1467 -8 -4.97264E-06 0
1468 -9 -5.50817E-06 0
1469 -10 -6.02423E-06 0
1470 -11 -6.52582E-06 0
1471 -12 -7.01063E-06 0
1472 -13 -7.47737E-06 0
1473 -14 -7.9303E-06 0
1474 -15 -8.36705E-06 0
1475 -16 -8.79239E-06 0
1476 -17 -9.19961E-06 0
1477 -18 -9.59217E-06 0
1478 -19 -9.96963E-06 0
1479 -20 -1.03322E-05 0
1480 -21 -1.06732E-05 0
1481 -22 -1.10014E-05 0
1482 -23 -1.13148E-05 0
1483 -24 -1.16177E-05 0
1484 -25 -1.19049E-05 0
1485 -26 -1.218E-05 0
1486 -27 -1.24426E-05 0
1487 -28 -1.26927E-05 0
1488 -29 -1.29284E-05 0
1489 -30 -1.31541E-05 0
1490 -31 -1.33663E-05 0
1491 -32 -1.35677E-05 0
1492 -33 -1.3758E-05 0
1493 -34 -1.39353E-05 0
1494 -35 -1.4104E-05 0
1495 -36 -1.42622E-05 0
1496 -37 -1.4412E-05 0
1497 -38 -1.4551E-05 0
1498 -39 -1.46809E-05 0
1499 -40 -1.48027E-05 0
1500 -41 -1.49148E-05 0
1501 -42 -1.50204E-05 0
1502 -43 -1.5118E-05 0
1503 -44 -1.5209E-05 0
1504 -45 -1.52923E-05 0
1505 -46 -1.53701E-05 0
1506 -47 -1.54414E-05 0
1507 -48 -1.55073E-05 0
1508 -49 -1.55679E-05 0
1509 -50 -1.56259E-05 0
1510 -51 -1.56779E-05 0
1511 -52 -1.57259E-05 0
1512 -53 -1.57698E-05 0
1513 -54 -1.58099E-05 0
1514 -55 -1.58477E-05 0
1515 -56 -1.58815E-05 0
1516 -57 -1.59137E-05 0
1517 -58 -1.59436E-05 0
1518 -59 -1.59708E-05 0
1519 -60 -1.5996E-05 0
1520 -61 -1.6022E-05 0
1521 -62 -1.60426E-05 0
1522 -63 -1.60635E-05 0
1523 -64 -1.6084E-05 0
1524 -65 -1.61028E-05 0
1525 -66 -1.61199E-05 0
1526 -67 -1.61361E-05 0
1527 -68 -1.61527E-05 0
1528 -69 -1.61677E-05 0
1529 -70 -1.61815E-05 0
1530 -71 -1.61965E-05 0
1531 -72 -1.62085E-05 0
1532 -73 -1.62216E-05 0
1533 -74 -1.62326E-05 0
1534 -75 -1.62457E-05 0
1535 -76 -1.62567E-05 0
1536 -77 -1.62673E-05 0
1537 -78 -1.62774E-05 0
1538 -79 -1.62872E-05 0
1539 -80 -1.62971E-05 0
1540 0 5.9566E-09 0
1541 -1 -7.17132E-07 0
1542 -2 -1.40135E-06 0
1543 -3 -2.07424E-06 0
1544 -4 -2.71774E-06 0
1545 -5 -3.34364E-06 0
1546 -6 -3.94775E-06 0
1547 -7 -4.53564E-06 0
1548 -8 -5.10264E-06 0
1549 -9 -5.65465E-06 0
1550 -10 -6.18716E-06 0
1551 -11 -6.70468E-06 0
1552 -12 -7.20484E-06 0
1553 -13 -7.68818E-06 0
1554 -14 -8.1562E-06 0
1555 -15 -8.60807E-06 0
1556 -16 -9.0465E-06 0
1557 -17 -9.46647E-06 0
1558 -18 -9.8739E-06 0
1559 -19 -1.0263E-05 0
1560 -20 -1.0635E-05 0
1561 -21 -1.09896E-05 0
1562 -22 -1.13334E-05 0
1563 -23 -1.16609E-05 0
1564 -24 -1.19768E-05 0
1565 -25 -1.22791E-05 0
1566 -26 -1.25671E-05 0
1567 -27 -1.28417E-05 0
1568 -28 -1.31034E-05 0
1569 -29 -1.33535E-05 0
1570 -30 -1.35902E-05 0
1571 -31 -1.38135E-05 0
1572 -32 -1.40267E-05 0
1573 -33 -1.42269E-05 0
1574 -34 -1.44148E-05 0
1575 -35 -1.45934E-05 0
1576 -36 -1.47615E-05 0
1577 -37 -1.49186E-05 0
1578 -38 -1.50659E-05 0
1579 -39 -1.52052E-05 0
1580 -40 -1.53337E-05 0
1581 -41 -1.5455E-05 0
1582 -42 -1.55675E-05 0
1583 -43 -1.56718E-05 0
1584 -44 -1.57699E-05 0
1585 -45 -1.58595E-05 0
1586 -46 -1.59448E-05 0
1587 -47 -1.60221E-05 0
1588 -48 -1.60932E-05 0
1589 -49 -1.6161E-05 0
1590 -50 -1.62207E-05 0
1591 -51 -1.62786E-05 0
1592 -52 -1.63305E-05 0
1593 -53 -1.63788E-05 0
1594 -54 -1.64218E-05 0
1595 -55 -1.64648E-05 0
1596 -56 -1.65024E-05 0
1597 -57 -1.6536E-05 0
1598 -58 -1.65676E-05 0
1599 -59 -1.65977E-05 0
1600 -60 -1.66252E-05 0
1601 -61 -1.66503E-05 0
1602 -62 -1.6675E-05 0
1603 -63 -1.66976E-05 0
1604 -64 -1.67198E-05 0
1605 -65 -1.67402E-05 0
1606 -66 -1.67588E-05 0
1607 -67 -1.67774E-05 0
1608 -68 -1.67952E-05 0
1609 -69 -1.68098E-05 0
1610 -70 -1.68259E-05 0
1611 -71 -1.68417E-05 0
1612 -72 -1.68552E-05 0
1613 -73 -1.68669E-05 0
1614 -74 -1.68801E-05 0
1615 -75 -1.68932E-05 0
1616 -76 -1.69047E-05 0
1617 -77 -1.69161E-05 0
1618 -78 -1.6926E-05 0
1619 -79 -1.69382E-05 0
1620 -80 -1.69492E-05 0
1621 0 3.9646E-09 0
1622 -1 -7.32526E-07 0
1623 -2 -1.43256E-06 0
1624 -3 -2.12159E-06 0
1625 -4 -2.78069E-06 0
1626 -5 -3.42247E-06 0
1627 -6 -4.04296E-06 0
1628 -7 -4.64667E-06 0
1629 -8 -5.22979E-06 0
1630 -9 -5.79705E-06 0
1631 -10 -6.34494E-06 0
1632 -11 -6.87748E-06 0
1633 -12 -7.39291E-06 0
1634 -13 -7.89118E-06 0
1635 -14 -8.37427E-06 0
1636 -15 -8.84106E-06 0
1637 -16 -9.29339E-06 0
1638 -17 -9.72898E-06 0
1639 -18 -1.01503E-05 0
1640 -19 -1.05505E-05 0
1641 -20 -1.09359E-05 0
1642 -21 -1.13062E-05 0
1643 -22 -1.1664E-05 0
1644 -23 -1.2007E-05 0
1645 -24 -1.23376E-05 0
1646 -25 -1.26517E-05 0
1647 -26 -1.29553E-05 0
1648 -27 -1.32422E-05 0
1649 -28 -1.35169E-05 0
1650 -29 -1.37788E-05 0
1651 -30 -1.40268E-05 0
1652 -31 -1.4262E-05 0
1653 -32 -1.4486E-05 0
1654 -33 -1.46993E-05 0
1655 -34 -1.48992E-05 0
1656 -35 -1.50874E-05 0
1657 -36 -1.52669E-05 0
1658 -37 -1.54341E-05 0
1659 -38 -1.5591E-05 0
1660 -39 -1.57401E-05 0
1661 -40 -1.58773E-05 0
1662 -41 -1.60064E-05 0
1663 -42 -1.61249E-05 0
1664 -43 -1.62386E-05 0
1665 -44 -1.6342E-05 0
1666 -45 -1.64387E-05 0
1667 -46 -1.65294E-05 0
1668 -47 -1.66123E-05 0
1669 -48 -1.66907E-05 0
1670 -49 -1.676E-05 0
1671 -50 -1.68265E-05 0
1672 -51 -1.68873E-05 0
1673 -52 -1.69451E-05 0
1674 -53 -1.69962E-05 0
1675 -54 -1.70444E-05 0
1676 -55 -1.70899E-05 0
1677 -56 -1.71309E-05 0
1678 -57 -1.71695E-05 0
1679 -58 -1.72034E-05 0
1680 -59 -1.72359E-05 0
1681 -60 -1.72663E-05 0
