FET Vds-Id
VDS= 0 to -80 in -1 step
VG= 0 to -80 in -1 step
NO. VDS ID VG
 V A V
1 0 -7.161E-10 0
2 -1 -2.70273E-07 0
3 -2 -5.24318E-07 0
4 -3 -7.65235E-07 0
5 -4 -9.91946E-07 0
6 -5 -1.20656E-06 0
7 -6 -1.40577E-06 0
8 -7 -1.59381E-06 0
9 -8 -1.76992E-06 0
10 -9 -1.93519E-06 0
11 -10 -2.08922E-06 0
12 -11 -2.23338E-06 0
13 -12 -2.36728E-06 0
14 -13 -2.49129E-06 0
15 -14 -2.6066E-06 0
16 -15 -2.7127E-06 0
17 -16 -2.8103E-06 0
18 -17 -2.90005E-06 0
19 -18 -2.98202E-06 0
20 -19 -3.05703E-06 0
21 -20 -3.12531E-06 0
22 -21 -3.18722E-06 0
23 -22 -3.24344E-06 0
24 -23 -3.29377E-06 0
25 -24 -3.33919E-06 0
26 -25 -3.38049E-06 0
27 -26 -3.41751E-06 0
28 -27 -3.45042E-06 0
29 -28 -3.48001E-06 0
30 -29 -3.50686E-06 0
31 -30 -3.53069E-06 0
32 -31 -3.55163E-06 0
33 -32 -3.57091E-06 0
34 -33 -3.58813E-06 0
35 -34 -3.60323E-06 0
36 -35 -3.61753E-06 0
37 -36 -3.62968E-06 0
38 -37 -3.64083E-06 0
39 -38 -3.65157E-06 0
40 -39 -3.66097E-06 0
41 -40 -3.67025E-06 0
42 -41 -3.67841E-06 0
43 -42 -3.68553E-06 0
44 -43 -3.69265E-06 0
45 -44 -3.69911E-06 0
46 -45 -3.70492E-06 0
47 -46 -3.71038E-06 0
48 -47 -3.71532E-06 0
49 -48 -3.71987E-06 0
50 -49 -3.72468E-06 0
51 -50 -3.72937E-06 0
52 -51 -3.73368E-06 0
53 -52 -3.73742E-06 0
54 -53 -3.74136E-06 0
55 -54 -3.74479E-06 0
56 -55 -3.74878E-06 0
57 -56 -3.75204E-06 0
58 -57 -3.75499E-06 0
59 -58 -3.75834E-06 0
60 -59 -3.76123E-06 0
61 -60 -3.76418E-06 0
62 -61 -3.76738E-06 0
63 -62 -3.76985E-06 0
64 -63 -3.77268E-06 0
65 -64 -3.77544E-06 0
66 -65 -3.77764E-06 0
67 -66 -3.77988E-06 0
68 -67 -3.78242E-06 0
69 -68 -3.78504E-06 0
70 -69 -3.78759E-06 0
71 -70 -3.78963E-06 0
72 -71 -3.79219E-06 0
73 -72 -3.79393E-06 0
74 -73 -3.79647E-06 0
75 -74 -3.79904E-06 0
76 -75 -3.8009E-06 0
77 -76 -3.8031E-06 0
78 -77 -3.80527E-06 0
79 -78 -3.8073E-06 0
80 -79 -3.80976E-06 0
81 -80 -3.81149E-06 0
82 0 1.3339E-09 -1
83 -1 -3.0252E-07 -1
84 -2 -5.84642E-07 -1
85 -3 -8.50646E-07 -1
86 -4 -1.10043E-06 -1
87 -5 -1.33796E-06 -1
88 -6 -1.55987E-06 -1
89 -7 -1.76986E-06 -1
90 -8 -1.96631E-06 -1
91 -9 -2.15144E-06 -1
92 -10 -2.32399E-06 -1
93 -11 -2.48576E-06 -1
94 -12 -2.63689E-06 -1
95 -13 -2.77628E-06 -1
96 -14 -2.90604E-06 -1
97 -15 -3.02554E-06 -1
98 -16 -3.13602E-06 -1
99 -17 -3.23767E-06 -1
100 -18 -3.331E-06 -1
101 -19 -3.41562E-06 -1
102 -20 -3.49304E-06 -1
103 -21 -3.56336E-06 -1
104 -22 -3.62686E-06 -1
105 -23 -3.68425E-06 -1
106 -24 -3.73558E-06 -1
107 -25 -3.78171E-06 -1
108 -26 -3.82334E-06 -1
109 -27 -3.86023E-06 -1
110 -28 -3.89363E-06 -1
111 -29 -3.92249E-06 -1
112 -30 -3.94872E-06 -1
113 -31 -3.97241E-06 -1
114 -32 -3.99274E-06 -1
115 -33 -4.01106E-06 -1
116 -34 -4.02743E-06 -1
117 -35 -4.0419E-06 -1
118 -36 -4.0546E-06 -1
119 -37 -4.06607E-06 -1
120 -38 -4.07614E-06 -1
121 -39 -4.08537E-06 -1
122 -40 -4.09374E-06 -1
123 -41 -4.10158E-06 -1
124 -42 -4.10825E-06 -1
125 -43 -4.11441E-06 -1
126 -44 -4.12E-06 -1
127 -45 -4.12457E-06 -1
128 -46 -4.1294E-06 -1
129 -47 -4.13376E-06 -1
130 -48 -4.13786E-06 -1
131 -49 -4.14144E-06 -1
132 -50 -4.14485E-06 -1
133 -51 -4.14859E-06 -1
134 -52 -4.15163E-06 -1
135 -53 -4.15468E-06 -1
136 -54 -4.15725E-06 -1
137 -55 -4.16025E-06 -1
138 -56 -4.16248E-06 -1
139 -57 -4.165E-06 -1
140 -58 -4.16757E-06 -1
141 -59 -4.16965E-06 -1
142 -60 -4.17179E-06 -1
143 -61 -4.1738E-06 -1
144 -62 -4.17596E-06 -1
145 -63 -4.17771E-06 -1
146 -64 -4.17954E-06 -1
147 -65 -4.18147E-06 -1
148 -66 -4.18306E-06 -1
149 -67 -4.18474E-06 -1
150 -68 -4.18604E-06 -1
151 -69 -4.18761E-06 -1
152 -70 -4.18892E-06 -1
153 -71 -4.19065E-06 -1
154 -72 -4.19192E-06 -1
155 -73 -4.19351E-06 -1
156 -74 -4.19528E-06 -1
157 -75 -4.19663E-06 -1
158 -76 -4.19794E-06 -1
159 -77 -4.19915E-06 -1
160 -78 -4.20087E-06 -1
161 -79 -4.20215E-06 -1
162 -80 -4.20327E-06 -1
163 0 2.091E-09 -2
164 -1 -3.20311E-07 -2
165 -2 -6.19623E-07 -2
166 -3 -9.02336E-07 -2
167 -4 -1.16839E-06 -2
168 -5 -1.4229E-06 -2
169 -6 -1.66099E-06 -2
170 -7 -1.88616E-06 -2
171 -8 -2.09793E-06 -2
172 -9 -2.29782E-06 -2
173 -10 -2.48519E-06 -2
174 -11 -2.66107E-06 -2
175 -12 -2.82558E-06 -2
176 -13 -2.97874E-06 -2
177 -14 -3.12157E-06 -2
178 -15 -3.25356E-06 -2
179 -16 -3.37621E-06 -2
180 -17 -3.48863E-06 -2
181 -18 -3.59254E-06 -2
182 -19 -3.68783E-06 -2
183 -20 -3.77524E-06 -2
184 -21 -3.85443E-06 -2
185 -22 -3.92668E-06 -2
186 -23 -3.99194E-06 -2
187 -24 -4.05088E-06 -2
188 -25 -4.10392E-06 -2
189 -26 -4.15171E-06 -2
190 -27 -4.19433E-06 -2
191 -28 -4.23295E-06 -2
192 -29 -4.26677E-06 -2
193 -30 -4.2973E-06 -2
194 -31 -4.32417E-06 -2
195 -32 -4.34824E-06 -2
196 -33 -4.36919E-06 -2
197 -34 -4.38825E-06 -2
198 -35 -4.40481E-06 -2
199 -36 -4.42005E-06 -2
200 -37 -4.43363E-06 -2
201 -38 -4.4452E-06 -2
202 -39 -4.45607E-06 -2
203 -40 -4.46517E-06 -2
204 -41 -4.4741E-06 -2
205 -42 -4.48136E-06 -2
206 -43 -4.48817E-06 -2
207 -44 -4.49455E-06 -2
208 -45 -4.50016E-06 -2
209 -46 -4.50504E-06 -2
210 -47 -4.50907E-06 -2
211 -48 -4.51361E-06 -2
212 -49 -4.51849E-06 -2
213 -50 -4.52173E-06 -2
214 -51 -4.52506E-06 -2
215 -52 -4.52821E-06 -2
216 -53 -4.53078E-06 -2
217 -54 -4.53342E-06 -2
218 -55 -4.53609E-06 -2
219 -56 -4.53887E-06 -2
220 -57 -4.54144E-06 -2
221 -58 -4.54347E-06 -2
222 -59 -4.54536E-06 -2
223 -60 -4.54769E-06 -2
224 -61 -4.54911E-06 -2
225 -62 -4.55098E-06 -2
226 -63 -4.55309E-06 -2
227 -64 -4.55481E-06 -2
228 -65 -4.55648E-06 -2
229 -66 -4.55778E-06 -2
230 -67 -4.55914E-06 -2
231 -68 -4.56072E-06 -2
232 -69 -4.56212E-06 -2
233 -70 -4.56333E-06 -2
234 -71 -4.5648E-06 -2
235 -72 -4.56614E-06 -2
236 -73 -4.56709E-06 -2
